zip_code,DP05_0004E,DP05_0008PE,DP05_0009PE,DP05_0024PE
00601,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
19358,91.4,6.7,4.7,16.9
19362,64.7,7.3,7.3,1.8
19363,99.1,7.2,3.8,18.4
19365,98.7,7.7,4.9,13.6
19367,91.7,6.3,5.6,13.6
19372,153.3,13.2,0.0,0.0
19373,96.5,5.5,8.8,23.5
19374,185.2,6.6,9.7,6.2
19375,115.9,6.7,4.8,21.5
19380,-,-,-,-
19382,96.4,5.6,7.8,19.2
19383,99.5,6.8,11.7,15.2
19390,73.5,79.4,20.4,0.0
19401,96.4,5.7,6.0,18.8
19403,92.5,4.9,6.8,14.1
19405,99.6,5.4,5.7,19.0
19406,111.2,4.3,6.5,7.2
19422,101.7,4.2,5.4,17.7
19425,95.7,6.9,5.2,22.3
19426,101.6,8.3,3.8,8.1
19428,116.1,8.6,7.2,10.9
19435,101.7,2.2,8.4,12.8
19436,98.9,16.0,11.4,0.0
19437,83.7,0.0,2.1,63.9
19438,113.3,6.1,3.2,25.2
19440,91.3,7.4,3.9,17.2
19442,105.2,6.5,6.1,17.0
19444,-,-,-,-
19446,92.5,4.4,4.8,21.5
19453,91.8,5.6,5.0,20.5
19454,133.7,0.0,3.3,12.9
19456,98.6,6.8,4.5,18.0
19457,85.2,2.2,3.0,8.9
19460,35.9,0.0,0.0,26.4
19462,103.6,5.1,4.9,14.1
19464,89.1,5.6,4.5,17.8
19465,95.9,5.6,6.8,14.4
19468,97.4,5.7,4.1,16.7
19472,90.8,6.5,5.4,14.7
19473,100.0,0.0,0.0,100.0
19474,103.0,7.0,4.9,14.3
19475,79.4,0.0,0.0,26.6
19477,119.5,7.7,5.0,15.5
19492,100.0,0.0,0.0,85.9
19501,59.2,0.0,0.0,93.5
19503,103.4,7.3,3.9,15.2
19504,100.8,5.5,3.2,19.2
19505,97.7,6.9,5.2,19.1
19506,100.9,6.3,4.4,23.1
19507,97.6,5.5,5.6,18.8
19508,86.9,8.8,5.0,15.8
19510,106.0,6.1,5.1,17.0
19511,103.5,3.3,7.2,13.4
19512,168.6,5.8,6.6,13.1
19518,98.6,5.7,3.7,20.2
19519,96.4,5.8,6.7,19.0
19520,100.0,0.0,0.0,88.1
19522,88.8,5.4,3.3,24.4
19523,94.7,6.4,5.2,17.7
19525,134.9,2.6,0.0,11.3
19526,95.9,8.2,4.9,13.3
19529,96.2,5.3,4.2,21.0
19530,116.6,6.3,3.8,21.9
19533,91.1,19.7,20.6,12.7
19534,123.0,4.8,7.3,19.2
19535,107.4,3.5,2.3,19.7
19536,100.0,0.0,0.0,100.0
19538,88.9,4.4,11.3,20.9
19539,92.0,18.8,0.0,31.3
19540,118.9,2.8,4.1,15.4
19541,105.9,6.2,6.7,16.7
19542,101.8,5.3,5.9,18.2
19543,316.0,0.0,0.0,0.0
19544,98.2,7.9,3.6,14.1
19545,227.8,0.0,5.1,12.7
19547,113.3,4.1,0.0,14.5
19549,103.7,7.9,4.8,19.2
19550,135.3,4.8,1.9,12.1
19551,335.7,3.8,9.1,12.6
19554,111.3,5.4,7.0,15.7
19555,83.3,6.1,15.4,22.7
19559,98.2,8.1,5.4,18.9
19560,97.6,3.1,4.5,11.9
19562,87.7,5.0,6.8,19.0
19564,74.8,3.1,5.3,34.9
19565,109.5,0.0,0.0,0.0
19567,103.2,6.0,5.4,22.1
19601,83.2,9.2,5.4,18.5
19602,96.3,7.6,8.4,9.7
19604,95.6,6.9,8.3,12.0
19605,99.6,10.5,10.3,8.9
19606,98.2,5.7,5.7,19.5
19607,96.1,7.6,4.4,17.2
19608,81.8,6.3,5.5,22.6
19609,91.7,6.9,5.6,16.3
19610,95.2,4.8,6.2,17.5
19611,88.7,7.0,5.8,27.2
19701,97.2,5.1,7.3,15.6
19702,97.6,5.9,5.6,13.6
19703,96.3,6.6,6.3,9.1
19706,92.4,5.1,4.8,13.7
19707,99.4,5.4,3.3,17.8
19709,100.5,6.2,2.8,22.6
19710,92.3,7.7,4.9,14.9
19711,-,-,-,-
19713,92.6,6.7,15.5,16.1
19716,99.3,5.6,6.2,16.2
19717,55.0,71.2,28.4,0.0
19720,83.4,82.8,16.7,0.0
19730,90.7,5.6,6.2,13.5
19731,130.1,1.3,2.0,9.1
19732,89.4,0.0,0.0,18.9
19733,39.7,42.0,0.0,36.4
19734,61.8,0.0,0.0,24.7
19735,85.1,6.5,3.6,14.8
19736,-,0.0,0.0,0.0
19801,-,0.0,0.0,0.0
19802,112.9,5.7,8.4,8.7
19803,87.6,6.1,5.4,14.3
19804,88.6,4.9,3.2,25.1
19805,95.6,5.8,5.8,15.3
19806,85.7,6.4,5.7,10.7
19807,81.1,2.3,7.6,24.7
19808,88.0,7.9,1.4,27.8
19809,93.9,5.8,5.1,19.6
19810,90.2,5.6,5.2,11.9
19901,94.4,5.5,3.4,22.4
19902,89.9,8.2,9.4,15.9
19904,631.7,23.7,65.0,0.0
19930,90.7,8.0,9.3,16.0
19931,88.4,3.6,1.7,60.2
19933,87.3,5.8,7.1,28.2
19934,100.9,6.7,5.9,17.9
19936,96.5,4.8,5.7,17.5
19938,75.3,6.0,9.4,11.3
19939,94.3,5.7,4.9,15.2
19940,94.6,3.5,5.9,27.8
19941,88.0,6.4,4.4,22.6
19943,79.1,5.9,2.0,13.7
19944,86.3,4.9,4.8,17.1
19945,79.2,0.9,0.4,51.1
19946,112.1,3.5,4.5,28.8
19947,86.7,6.0,4.3,16.9
19950,107.5,6.5,6.1,17.3
19951,97.8,9.4,6.9,19.6
19952,102.4,3.9,6.2,32.7
19953,97.9,4.2,5.7,18.6
19954,93.0,6.4,7.8,15.1
19955,78.1,9.0,2.5,14.0
19956,103.8,9.4,3.8,1.9
19958,89.2,5.9,5.4,15.8
19960,88.4,2.8,3.1,38.0
19962,105.1,7.1,5.6,19.1
19963,91.9,5.8,7.9,17.1
19964,95.9,5.4,5.5,21.0
19966,99.6,12.2,6.6,13.9
19967,87.6,4.5,4.2,30.2
19968,91.1,3.1,2.5,33.5
19970,94.4,3.2,4.6,27.4
19971,89.6,2.3,3.4,39.1
19973,94.2,3.4,3.3,37.6
19975,91.4,5.6,5.3,19.8
19977,93.6,2.2,3.9,36.3
19979,122.7,6.3,5.3,16.3
20001,125.4,2.5,3.6,22.3
20002,93.2,5.3,12.3,7.9
20003,93.7,3.9,6.7,8.5
20004,106.2,2.0,4.8,10.1
20005,103.7,0.6,2.9,11.7
20006,99.2,0.2,8.8,9.1
20007,74.8,58.8,24.3,1.9
20008,84.9,4.5,12.6,15.3
20009,84.6,1.4,5.6,19.0
20010,102.0,1.8,4.5,7.6
20011,102.3,3.2,5.4,7.4
20012,96.2,3.8,4.4,13.5
20015,91.4,4.9,3.2,16.4
20016,90.9,4.0,1.7,22.0
20017,83.2,11.1,7.0,19.3
20018,85.7,4.2,8.6,17.3
20019,83.0,4.0,4.7,19.2
20020,79.5,7.0,7.3,12.3
20024,79.5,5.8,5.8,11.3
20032,90.1,2.5,5.7,15.8
20036,82.2,6.5,8.5,8.6
20037,96.9,0.3,10.2,11.3
20045,99.9,14.0,32.3,12.8
20052,-,-,-,-
20053,80.0,51.6,45.2,0.0
20057,-,-,-,-
20064,79.9,57.2,41.5,0.6
20105,78.4,53.8,39.7,2.2
20106,98.9,5.4,3.5,6.5
20109,101.8,6.2,2.4,24.5
20110,102.8,4.8,7.1,7.2
20111,105.0,6.2,6.7,9.9
20112,103.7,7.4,6.6,8.9
20115,101.3,8.3,6.0,11.3
20117,94.1,7.9,5.7,15.2
20118,78.9,5.5,2.0,25.7
20119,16.7,57.1,0.0,42.9
20120,133.5,5.2,7.1,19.9
20121,100.6,5.9,7.1,9.4
20124,96.8,6.8,6.0,7.7
20129,103.1,7.5,5.5,15.3
20130,169.1,20.9,5.4,9.8
20132,110.7,0.0,0.0,36.9
20135,98.5,10.3,5.0,12.2
20136,93.5,7.4,5.1,16.6
20137,104.7,9.3,5.2,6.7
20139,105.0,3.3,4.6,16.7
20141,118.8,0.0,0.0,43.7
20143,101.8,10.3,4.8,9.6
20144,84.2,6.5,3.6,23.8
20147,110.5,5.2,0.0,25.0
20148,94.2,6.5,5.5,11.3
20151,93.8,6.1,3.6,4.3
20152,96.3,7.6,5.8,9.6
20155,99.8,7.2,3.3,5.7
20158,93.9,7.6,4.8,13.8
20164,111.8,7.0,5.8,18.1
20165,105.1,6.6,8.0,9.5
20166,101.1,7.1,5.0,9.4
20169,103.0,5.3,5.5,5.1
20170,100.1,7.1,5.0,13.6
20171,105.8,6.7,6.6,10.0
20175,99.0,5.8,4.8,7.9
20176,95.9,7.4,6.0,8.6
20180,99.0,7.1,5.3,11.7
20181,98.3,8.5,4.6,11.6
20184,90.9,9.5,8.2,13.7
20186,113.8,3.6,0.0,10.7
20187,89.2,5.1,7.7,18.3
20190,97.7,8.3,4.5,13.9
20191,88.9,3.1,6.1,16.3
20194,94.1,5.3,4.9,16.0
20197,95.4,4.3,5.7,11.8
20198,87.2,9.0,3.1,9.3
20202,82.8,5.4,1.5,30.0
20204,-,-,-,-
20228,-,-,-,-
20230,-,-,-,-
20240,-,-,-,-
20245,-,-,-,-
20260,-,-,-,-
20307,-,-,-,-
20317,230.0,0.0,43.9,0.0
20319,617.2,0.0,0.0,95.0
20373,-,0.0,66.7,0.0
20390,907.1,12.1,68.8,0.0
20405,1452.4,27.3,68.1,0.0
20418,-,-,-,-
20427,-,-,-,-
20506,-,-,-,-
20510,-,-,-,-
20520,-,-,-,-
20535,-,-,-,-
20540,-,-,-,-
20551,-,-,-,-
20553,-,-,-,-
20560,-,-,-,-
20565,-,-,-,-
20566,-,-,-,-
20593,-,-,-,-
20601,-,-,-,-
20602,93.8,6.4,5.7,10.6
20603,83.7,6.7,6.6,9.8
20606,91.2,7.2,6.7,7.3
20607,117.4,8.0,6.7,28.3
20608,88.0,4.7,5.3,13.2
20609,130.6,7.0,5.8,21.2
20611,99.8,4.9,2.1,27.4
20612,140.3,7.1,10.6,19.3
20613,47.1,0.0,0.0,100.0
20615,106.1,6.6,5.9,13.4
20616,96.7,3.1,13.5,15.0
20617,90.8,7.6,6.8,11.9
20618,105.4,6.9,1.2,31.0
20619,106.1,4.2,7.9,13.5
20620,91.4,6.0,6.0,7.6
20621,95.3,3.3,7.2,16.5
20622,143.7,9.0,9.1,35.7
20623,126.8,5.7,4.4,15.9
20624,118.9,8.5,4.6,9.7
20625,95.4,5.3,7.1,15.3
20626,87.8,3.6,10.2,11.6
20628,82.0,0.0,5.9,24.7
20629,114.9,0.0,0.0,14.5
20630,54.4,0.0,0.0,17.2
20632,99.3,6.3,0.0,19.9
20634,100.9,8.6,7.9,9.3
20636,109.8,6.0,6.7,6.5
20637,99.8,7.7,5.0,12.2
20639,119.9,7.4,7.4,15.0
20640,104.2,10.4,6.2,12.2
20645,102.2,9.1,8.8,11.7
20646,73.0,8.7,2.3,26.2
20650,90.5,6.8,5.9,15.9
20653,109.2,8.5,3.0,16.1
20657,92.5,7.2,8.8,9.2
20658,103.7,5.1,4.7,11.7
20659,87.6,5.1,4.5,15.7
20660,96.2,5.8,5.3,14.8
20662,-,-,-,-
20664,100.8,7.0,7.2,15.1
20667,105.3,4.5,3.2,15.3
20670,104.9,3.9,0.0,25.9
20674,153.7,3.7,19.5,0.2
20675,93.2,2.0,0.8,17.3
20676,93.8,12.4,4.1,20.8
20677,82.1,7.4,6.7,12.4
20678,108.5,5.1,8.5,18.9
20680,93.1,7.5,7.6,15.4
20684,115.7,10.6,6.2,10.6
20685,94.9,2.3,11.6,19.2
20686,104.5,8.4,7.2,15.0
20687,106.9,31.8,46.9,0.0
20688,138.3,0.0,0.0,14.7
20689,87.3,3.5,2.7,62.9
20690,90.0,11.6,3.0,20.3
20692,109.5,3.4,1.4,37.0
20693,125.9,1.1,10.3,7.7
20695,79.5,5.3,6.2,15.5
20701,81.9,8.6,4.9,19.7
20705,300.0,0.0,30.4,0.0
20706,90.0,5.5,4.9,14.6
20707,94.9,7.1,6.7,13.2
20708,91.3,5.9,5.3,12.9
20710,93.9,5.1,6.0,9.4
20711,82.9,4.9,4.1,15.5
20712,87.2,5.9,8.7,15.9
20714,92.9,6.5,6.7,8.6
20715,87.8,4.1,6.2,17.1
20716,88.6,7.0,6.9,16.1
20720,83.0,6.7,4.2,14.4
20721,86.9,6.7,5.7,12.4
20722,88.3,6.8,7.2,16.2
20723,107.2,6.5,5.9,13.6
20724,94.0,5.9,5.9,8.9
20732,92.2,4.5,7.7,7.2
20733,99.5,4.9,5.9,11.1
20735,98.6,4.3,6.0,15.1
20736,90.5,6.7,6.2,16.0
20737,99.3,8.2,5.9,14.1
20740,106.1,6.3,5.9,8.0
20742,106.3,9.4,24.9,9.2
20743,103.8,82.1,17.9,0.0
20744,83.2,5.5,5.3,16.1
20745,97.5,5.3,6.7,17.8
20746,86.1,4.3,6.4,11.5
20747,80.4,4.7,7.5,12.7
20748,83.0,5.4,6.6,11.6
20751,87.2,4.0,6.6,16.0
20754,109.3,4.2,2.7,19.8
20755,108.9,6.4,5.3,16.0
20758,125.5,7.1,12.4,0.7
20759,107.8,5.3,0.0,24.6
20762,91.3,4.9,3.1,10.8
20763,115.0,4.5,11.6,0.5
20764,96.3,6.5,5.2,25.7
20765,94.9,6.2,8.1,17.5
20769,146.7,7.9,2.5,29.2
20770,96.9,3.7,6.4,14.4
20772,86.5,5.2,5.9,9.3
20774,88.8,7.0,6.1,12.8
20776,88.1,5.2,5.1,15.9
20777,89.1,4.2,6.6,18.8
20778,115.0,8.5,4.5,17.2
20779,98.0,5.4,4.3,18.7
20781,77.3,4.1,0.0,31.9
20782,102.2,6.7,4.9,9.7
20783,101.0,5.2,6.7,12.1
20784,123.0,5.9,6.5,8.8
20785,99.6,5.4,6.2,10.0
20794,83.4,6.3,6.2,12.2
20812,156.9,3.8,7.3,8.1
20814,98.1,11.7,2.9,14.6
20815,89.9,4.5,5.4,18.1
20816,88.3,5.4,5.2,23.2
20817,95.7,7.3,3.6,19.5
20818,93.0,7.1,3.8,19.0
20832,84.6,9.9,4.9,22.1
20833,98.1,6.4,5.5,15.2
20837,91.3,8.7,3.1,18.0
20838,88.6,8.1,10.2,11.1
20839,118.8,7.6,6.6,23.8
20841,148.7,0.0,0.0,0.0
20842,107.9,7.0,5.3,13.0
20850,97.4,7.5,11.1,26.1
20851,88.9,5.1,5.7,15.6
20852,99.8,7.0,6.0,10.7
20853,86.1,4.1,5.6,17.0
20854,99.2,7.0,5.6,16.5
20855,92.4,8.0,3.7,23.1
20860,92.3,7.2,6.9,18.4
20861,91.1,7.8,5.9,18.8
20862,105.5,5.1,7.7,24.4
20866,88.4,16.4,5.0,32.3
20868,89.0,6.4,7.8,9.3
20871,84.0,3.3,10.0,15.1
20872,104.6,6.6,3.3,7.7
20874,88.2,7.9,6.6,11.9
20876,97.0,6.6,6.1,8.7
20877,90.1,6.6,5.7,8.8
20878,98.8,6.3,8.3,12.7
20879,96.9,6.4,5.7,12.6
20880,87.3,6.2,7.1,10.0
20882,125.1,3.8,5.1,23.8
20886,99.0,7.3,5.9,18.2
20895,95.8,5.3,7.6,11.7
20896,91.6,6.4,3.5,16.4
20899,103.4,5.5,3.6,30.8
20901,77.7,0.0,2.7,8.1
20902,92.4,5.9,5.5,12.9
20903,102.9,5.7,4.8,13.2
20904,107.7,7.3,6.6,9.6
20905,84.9,6.6,5.5,17.4
20906,97.5,5.2,6.8,17.7
20910,86.9,5.9,5.8,20.3
20912,95.9,3.2,7.2,12.9
21001,96.1,5.8,5.6,9.6
21005,92.9,6.8,7.1,14.7
21009,144.0,14.1,13.4,1.2
21010,91.6,6.0,4.2,11.4
21012,185.1,3.8,10.0,8.5
21013,89.6,7.1,3.7,15.7
21014,112.3,4.8,4.2,23.2
21015,100.1,7.0,5.6,17.8
21017,95.7,7.8,5.5,15.7
21028,86.5,5.6,11.0,11.0
21029,107.2,6.0,3.8,25.1
21030,96.6,10.2,6.4,13.4
21031,94.7,4.5,5.7,16.6
21032,-,-,-,-
21034,100.0,4.0,5.4,21.3
21035,102.5,3.2,3.3,23.4
21036,97.7,6.8,5.9,19.1
21037,99.2,8.6,8.4,19.2
21040,100.9,6.2,5.6,16.2
21042,89.8,6.0,8.0,11.1
21043,96.4,6.9,4.4,16.9
21044,93.8,6.8,5.5,11.9
21045,97.2,6.1,6.0,16.9
21046,97.8,6.5,5.4,14.7
21047,89.6,7.4,7.5,11.3
21048,99.3,8.3,4.8,20.6
21050,100.9,6.0,4.0,18.1
21051,104.1,6.5,5.3,16.8
21052,84.4,0.0,6.8,29.2
21053,81.9,2.4,7.1,19.9
21054,122.9,4.4,2.7,19.4
21056,98.5,5.4,4.0,17.0
21057,77.5,0.0,12.7,44.9
21060,101.7,8.7,4.3,24.6
21061,97.8,4.9,6.3,14.0
21071,92.4,6.6,8.3,13.1
21074,93.7,3.3,12.7,12.0
21075,89.6,7.4,4.9,14.8
21076,94.5,7.4,6.3,8.1
21077,92.9,4.5,7.1,9.5
21078,131.9,5.4,4.0,14.1
21082,91.7,4.6,4.9,19.6
21084,81.7,5.5,3.7,16.8
21085,98.7,5.3,7.4,21.2
21087,98.8,4.5,5.0,16.8
21090,98.1,4.6,5.2,22.0
21093,96.9,3.9,6.6,19.1
21102,94.5,6.0,3.1,24.3
21104,99.2,7.3,5.9,16.1
21105,102.4,6.6,7.7,21.0
21108,-,-,-,-
21111,95.8,7.8,4.9,14.6
21113,101.8,3.5,3.5,18.6
21114,87.1,5.4,4.6,11.2
21117,99.0,6.3,4.5,11.1
21120,87.4,6.1,7.1,12.6
21122,102.2,8.6,2.0,17.2
21128,97.0,6.8,6.3,13.8
21130,93.3,6.1,3.4,17.6
21131,183.6,0.0,0.0,0.0
21132,95.0,9.4,4.6,18.2
21133,90.1,7.1,4.9,11.9
21136,77.8,7.0,5.6,16.3
21140,91.2,7.7,4.8,15.6
21144,101.5,8.6,2.8,17.4
21146,96.2,5.6,6.4,10.3
21152,96.3,7.0,4.4,16.9
21153,85.5,4.4,7.3,15.3
21154,84.7,3.8,2.0,23.0
21155,101.9,6.1,7.6,21.7
21156,76.9,9.2,4.5,19.5
21157,73.6,8.9,8.9,28.8
21158,97.7,7.3,8.2,17.3
21160,95.4,7.7,5.3,18.1
21161,88.1,10.0,5.4,11.0
21162,92.3,6.7,8.0,17.9
21163,97.7,7.0,6.7,13.0
21201,86.7,6.7,7.4,17.4
21202,88.6,5.5,9.5,11.6
21204,131.6,3.9,9.2,9.3
21205,90.5,10.7,18.9,18.3
21206,97.9,6.0,7.2,10.4
21207,83.6,5.9,5.9,12.1
21208,82.9,6.0,6.2,18.2
21209,76.1,5.6,4.5,26.4
21210,89.4,4.0,5.2,18.6
21211,88.4,17.1,18.6,15.6
21212,90.8,2.4,3.9,14.2
21213,91.5,5.1,5.2,14.5
21214,74.4,6.4,6.2,12.0
21215,87.2,5.5,4.8,13.6
21216,77.6,5.0,6.2,20.6
21217,88.0,6.6,7.6,13.9
21218,88.4,6.2,6.3,14.5
21219,95.1,8.5,10.9,14.0
21220,97.6,6.4,4.4,20.3
21221,92.9,5.3,5.6,13.8
21222,82.6,5.3,6.0,16.4
21223,92.3,6.9,6.2,15.9
21224,96.2,5.1,5.3,11.8
21225,98.5,3.4,5.0,10.2
21226,93.2,6.9,5.0,12.2
21227,74.3,6.4,3.5,11.9
21228,97.6,4.2,5.9,13.2
21229,93.8,5.8,5.7,19.9
21230,92.4,5.9,6.3,14.0
21231,94.0,2.4,6.8,9.4
21234,94.5,2.8,5.9,9.8
21236,87.9,5.2,5.2,18.8
21237,93.8,5.0,5.9,14.6
21239,87.6,5.0,5.7,15.1
21240,73.3,7.0,9.8,15.1
21244,-,-,-,-
21250,90.3,6.6,5.8,10.7
21251,103.4,52.8,46.6,0.0
21252,141.9,45.6,51.6,0.0
21286,95.5,75.7,24.3,0.0
21401,83.2,10.0,11.4,21.5
21402,97.6,3.2,4.7,23.2
21403,252.3,27.2,51.2,0.2
21405,90.3,4.1,5.0,18.9
21409,78.3,6.8,0.0,37.7
21502,94.5,6.8,5.1,17.5
21520,117.7,5.5,6.5,19.8
21521,83.8,3.3,3.3,18.5
21522,94.0,7.6,3.7,34.7
21523,108.0,0.0,6.4,13.7
21524,123.8,0.0,0.0,18.6
21529,64.5,0.9,22.6,27.9
21530,85.5,3.5,4.4,24.4
21531,116.4,13.3,4.9,17.8
21532,113.7,5.1,2.9,20.9
21536,100.4,14.4,14.7,16.3
21538,94.4,8.2,5.9,20.2
21539,93.4,2.2,6.3,24.1
21540,93.3,9.2,7.9,18.6
21541,131.8,2.0,5.9,11.8
21542,120.7,7.6,9.7,19.8
21543,102.1,4.8,4.5,15.4
21545,213.6,4.3,11.6,36.2
21550,96.2,4.2,5.2,21.7
21555,94.4,6.5,5.3,23.4
21557,109.5,4.6,8.2,22.4
21561,114.3,0.7,7.2,27.9
21562,95.7,3.0,4.8,29.0
21601,94.9,6.1,8.8,20.6
21607,92.0,5.2,4.6,26.9
21610,114.9,3.4,18.7,9.2
21612,67.8,3.9,3.2,19.9
21613,115.3,8.7,0.0,21.5
21617,87.9,5.1,5.0,21.2
21619,106.5,7.7,5.9,17.9
21620,92.1,5.9,3.6,21.0
21622,87.3,8.6,11.0,26.2
21623,62.0,1.6,7.4,17.0
21624,120.5,5.6,3.3,12.2
21625,50.9,0.0,0.0,20.6
21626,75.5,6.9,2.1,17.4
21627,185.7,8.3,0.0,48.3
21628,-,-,-,-
21629,139.6,2.0,0.0,18.1
21631,95.4,5.7,5.7,17.6
21632,82.4,4.5,3.6,24.5
21634,84.5,6.5,5.2,18.9
21635,88.6,0.0,0.0,35.9
21636,93.1,2.9,5.4,23.8
21638,133.3,8.1,7.6,22.9
21639,99.8,6.4,3.1,19.9
21640,89.5,9.7,4.8,10.4
21641,123.4,10.3,5.9,18.2
21643,63.0,14.8,1.1,19.3
21644,89.1,7.4,7.2,16.3
21645,91.5,4.4,0.0,27.8
21647,106.0,8.2,4.8,24.0
21648,67.4,1.7,5.2,25.3
21649,173.4,11.4,9.7,25.7
21650,112.2,5.2,7.5,7.8
21651,141.2,18.7,0.0,15.0
21652,91.4,4.0,5.9,15.0
21653,103.4,7.6,0.0,55.1
21654,90.7,0.0,8.4,28.7
21655,89.6,2.6,1.7,47.1
21657,113.5,5.7,4.0,17.0
21658,71.4,11.6,2.9,20.9
21659,99.7,3.6,6.3,21.5
21660,87.3,3.0,1.9,16.5
21661,86.0,5.4,6.9,15.5
21662,106.6,7.4,2.4,32.0
21663,70.6,1.7,2.6,57.2
21664,90.6,7.1,0.6,42.0
21665,109.9,4.7,2.2,20.4
21666,85.3,4.2,0.0,28.4
21667,91.5,6.3,5.5,15.8
21668,204.2,0.0,4.8,22.3
21669,110.7,5.9,4.0,23.0
21671,182.2,22.0,0.0,27.6
21672,113.0,6.9,6.2,32.0
21673,106.4,0.0,0.0,46.6
21675,88.3,9.5,6.5,23.8
21676,125.0,0.0,10.0,46.7
21677,96.3,0.0,12.5,26.7
21678,106.5,1.6,5.4,41.7
21679,78.8,7.2,3.4,32.9
21701,97.9,4.8,0.0,30.4
21702,90.0,6.4,7.0,16.1
21703,92.3,5.7,6.7,15.1
21704,92.6,6.0,7.1,9.4
21705,100.5,8.0,4.8,8.5
21710,-,0.0,0.0,0.0
21711,97.4,5.3,3.8,24.0
21713,113.9,4.2,0.0,25.1
21714,97.2,5.7,5.6,17.0
21716,151.2,6.5,0.0,0.0
21717,96.7,8.4,7.7,11.8
21718,156.7,0.0,44.2,0.0
21719,96.1,4.6,9.9,17.9
21722,96.5,9.1,2.5,16.6
21723,101.5,7.8,6.4,16.3
21727,104.6,9.0,2.0,14.9
21733,96.2,18.5,14.8,16.1
21734,120.4,0.0,9.8,23.7
21737,81.3,4.8,5.6,22.1
21738,102.0,8.2,10.0,10.9
21740,93.2,12.3,4.6,15.7
21742,102.7,6.4,6.9,14.9
21746,93.3,6.4,4.7,18.1
21750,-,0.7,15.2,1.9
21754,109.3,4.8,3.1,21.5
21755,98.7,8.1,5.1,16.3
21756,109.2,6.5,5.7,18.0
21757,96.0,6.3,7.2,16.9
21758,107.7,5.5,5.5,19.0
21762,114.4,6.2,6.0,16.1
21766,64.2,0.0,18.3,32.7
21767,101.3,9.9,0.0,27.7
21769,97.6,2.3,0.0,34.6
21770,96.8,7.4,4.5,14.5
21771,113.4,7.5,5.2,15.9
21773,97.0,6.8,5.6,14.0
21774,111.4,7.3,5.1,17.8
21776,108.0,7.8,3.5,10.6
21777,109.8,6.3,4.8,13.1
21778,100.0,5.6,3.2,7.2
21779,147.0,7.7,6.5,18.6
21780,106.4,4.6,2.5,14.7
21781,118.4,6.6,5.3,25.0
21782,188.7,32.0,18.3,0.0
21783,110.3,4.6,3.7,20.5
21784,98.9,6.3,3.8,15.8
21787,100.2,6.1,5.2,14.9
21788,112.3,6.6,6.0,19.5
21790,100.8,5.0,4.8,18.6
21791,118.1,0.0,0.0,22.3
21793,100.7,6.9,6.7,22.3
21794,95.1,6.7,4.8,15.6
21795,126.6,5.5,5.5,15.9
21797,88.1,6.6,5.6,22.7
21798,102.3,7.6,5.0,15.9
21801,103.9,5.2,4.8,16.9
21802,91.7,11.0,7.3,15.6
21804,26.8,0.0,0.0,58.9
21810,88.9,9.1,13.2,14.7
21811,72.5,14.1,23.8,20.4
21813,95.1,4.0,3.2,30.5
21814,126.4,8.3,3.9,24.7
21817,129.1,16.8,0.0,18.3
21821,79.0,4.7,4.8,28.5
21822,75.3,1.8,1.6,34.2
21824,92.8,5.5,5.3,20.5
21826,159.0,0.0,0.0,28.7
21829,81.9,6.9,19.1,11.5
21830,100.5,9.2,5.0,35.7
21835,82.9,8.3,6.7,16.8
21837,100.6,0.0,6.8,17.8
21838,101.1,8.5,6.4,15.4
21840,104.3,7.2,0.7,23.2
21841,111.6,7.1,8.2,48.6
21842,72.9,12.0,0.0,13.9
21849,110.6,3.4,7.2,29.5
21850,102.7,4.2,4.8,18.0
21851,101.4,8.3,8.6,11.3
21853,78.2,6.2,5.9,22.4
21856,99.9,10.7,18.7,11.3
21861,176.9,1.1,16.6,13.9
21862,65.6,5.7,2.0,17.0
21863,60.7,0.0,21.1,0.0
21864,98.8,4.5,6.8,23.1
21865,73.4,13.3,9.3,9.5
21866,116.8,5.4,3.9,27.1
21867,92.0,0.0,0.0,50.0
21869,-,0.0,0.0,0.0
21871,102.3,7.1,7.2,24.9
21872,86.4,6.3,12.0,16.0
21874,97.4,4.7,4.0,5.8
21875,83.7,5.7,6.2,9.5
21890,87.7,6.2,2.7,18.7
21901,-,2.0,9.0,4.0
21902,89.1,7.0,4.9,14.6
21903,667.9,0.0,0.0,33.5
21904,101.9,2.7,6.5,19.0
21911,107.8,5.4,6.0,15.3
21912,102.2,7.2,4.7,14.3
21913,108.6,5.2,8.7,15.4
21914,86.0,5.1,5.3,11.8
21915,100.0,7.9,3.5,18.6
21916,106.8,10.0,2.1,16.5
21917,-,0.0,0.0,86.4
21918,93.0,9.1,2.8,19.1
21919,116.7,8.3,4.3,13.9
21920,103.7,5.2,5.6,32.2
21921,101.2,0.0,2.2,14.1
21930,97.8,6.5,6.8,13.6
22003,94.1,0.0,0.0,100.0
22015,97.5,6.2,5.7,15.2
22025,97.5,7.1,6.0,15.1
22026,95.2,6.2,6.0,14.3
22027,90.0,9.3,7.6,6.3
22030,96.6,4.8,1.2,17.0
22031,98.5,10.1,10.0,11.2
22032,99.0,5.8,7.6,11.7
22033,102.2,7.6,8.2,15.8
22035,95.1,5.9,6.7,10.5
