,zip_code, !!Total:, !!Total:!!Urban, !!Total:!!Rural
5632,17876,1688,1589,99
5633,17878,1569,0,1569
5634,17880,71,0,71
5635,17881,1477,0,1477
5636,17884,208,0,208
5637,17885,221,0,221
5638,17886,777,777,0
5639,17887,305,305,0
5640,17888,297,0,297
5641,17889,2979,11,2968
5642,17901,22608,18912,3696
5643,17920,279,0,279
5644,17921,7038,2672,4366
5645,17922,4814,0,4814
5646,17923,364,0,364
5647,17925,377,0,377
5648,17929,1611,1611,0
5649,17930,405,319,86
5650,17931,8796,6169,2627
5651,17933,140,99,41
5652,17934,327,242,85
5653,17935,1528,1406,122
5654,17936,768,0,768
5655,17938,2379,0,2379
5656,17941,766,0,766
5657,17943,158,0,158
5658,17944,172,158,14
5659,17945,171,171,0
5660,17946,292,0,292
5661,17948,4258,3720,538
5662,17949,230,200,30
5663,17951,299,299,0
5664,17952,245,0,245
5665,17953,435,0,435
5666,17954,4606,4606,0
5667,17957,362,0,362
5668,17959,1341,976,365
5669,17960,3902,0,3902
5670,17961,6659,3605,3054
5671,17963,9013,0,9013
5672,17964,769,0,769
5673,17965,1990,1912,78
5674,17967,2364,0,2364
5675,17968,370,0,370
5676,17970,2949,2936,13
5677,17972,11994,8118,3876
5678,17974,314,314,0
5679,17976,5933,5414,519
5680,17978,502,0,502
5681,17979,93,0,93
5682,17980,3246,0,3246
5683,17981,2652,0,2652
5684,17982,375,0,375
5685,17983,1521,0,1521
5686,17985,1299,0,1299
5687,18011,5859,4009,1850
5688,18012,41,41,0
5689,18013,17436,9945,7491
5690,18014,11560,5812,5748
5691,18015,33286,32788,498
5692,18017,39663,39096,567
5693,18018,32388,32388,0
5694,18020,20582,20582,0
5695,18030,487,429,58
5696,18031,11369,9829,1540
5697,18032,9489,9423,66
5698,18034,9271,8258,1013
5699,18035,195,0,195
5700,18036,14084,8718,5366
5701,18037,7444,6176,1268
5702,18038,3180,0,3180
5703,18040,16980,15771,1209
5704,18041,5632,3453,2179
5705,18042,44026,40437,3589
5706,18045,30317,30309,8
5707,18046,66,66,0
5708,18049,18440,16048,2392
5709,18051,3343,2806,537
5710,18052,29317,29064,253
5711,18053,2347,0,2347
5712,18054,4615,1809,2806
5713,18055,12077,8015,4062
5714,18056,951,805,146
5715,18058,9655,0,9655
5716,18059,1158,827,331
5717,18062,25802,23063,2739
5718,18063,552,0,552
5719,18064,27696,21722,5974
5720,18065,189,189,0
5721,18066,5834,0,5834
5722,18067,19800,14048,5752
5723,18069,7863,5545,2318
5724,18070,875,304,571
5725,18071,10688,6307,4381
5726,18072,6734,5013,1721
5727,18073,11028,7992,3036
5728,18074,5534,170,5364
5729,18076,2868,2868,0
5730,18077,2403,0,2403
5731,18078,6996,5023,1973
5732,18079,415,0,415
5733,18080,11454,6690,4764
5734,18081,316,0,316
5735,18083,679,679,0
5736,18085,1042,1042,0
5737,18086,224,0,224
5738,18087,747,747,0
5739,18088,8603,2821,5782
5740,18091,5767,3729,2038
5741,18092,3297,0,3297
5742,18101,5108,5108,0
5743,18102,51567,51567,0
5744,18103,48358,48108,250
5745,18104,47289,46170,1119
5746,18106,7477,7408,69
5747,18109,18915,18915,0
5748,18195,0,0,0
5749,18201,31310,30505,805
5750,18202,13894,12079,1815
5751,18210,8787,0,8787
5752,18211,1283,0,1283
5753,18212,42,0,42
5754,18214,2097,0,2097
5755,18216,1270,897,373
5756,18218,2426,2211,215
5757,18219,1331,1331,0
5758,18220,351,0,351
5759,18221,314,96,218
5760,18222,9114,518,8596
5761,18223,74,0,74
5762,18224,6377,5658,719
5763,18225,113,113,0
5764,18229,8322,3522,4800
5765,18230,112,0,112
5766,18231,497,497,0
5767,18232,4222,4119,103
5768,18234,411,411,0
5769,18235,19139,8032,11107
5770,18237,3463,2852,611
5771,18239,137,137,0
5772,18240,3838,0,3838
5773,18241,439,0,439
5774,18242,248,0,248
5775,18244,316,172,144
5776,18245,364,0,364
5777,18246,154,0,154
5778,18248,509,0,509
5779,18249,4151,914,3237
5780,18250,3046,2404,642
5781,18252,11016,6424,4592
5782,18254,832,606,226
5783,18255,4337,0,4337
5784,18256,241,0,241
5785,18301,29184,25490,3694
5786,18302,17685,0,17685
5787,18321,1866,1782,84
5788,18322,2511,0,2511
5789,18323,349,0,349
5790,18324,9739,0,9739
5791,18325,2284,0,2284
5792,18326,4291,0,4291
5793,18327,641,641,0
5794,18328,8080,0,8080
5795,18330,8351,0,8351
5796,18331,562,0,562
5797,18332,2843,869,1974
5798,18333,212,0,212
5799,18334,4312,3027,1285
5800,18335,1241,0,1241
5801,18336,3707,3087,620
5802,18337,15519,2261,13258
5803,18340,157,0,157
5804,18342,490,0,490
5805,18343,3819,0,3819
5806,18344,3497,3129,368
5807,18346,2711,2061,650
5808,18347,3283,69,3214
5809,18349,139,0,139
5810,18350,1837,1698,139
5811,18351,494,0,494
5812,18353,11992,0,11992
5813,18354,1103,0,1103
5814,18355,1514,232,1282
5815,18356,179,0,179
5816,18357,120,0,120
5817,18360,29079,17538,11541
5818,18370,829,0,829
5819,18371,894,0,894
5820,18372,2673,1559,1114
5821,18403,7369,7032,337
5822,18405,2353,0,2353
5823,18407,14047,10965,3082
5824,18411,22851,17755,5096
5825,18413,25,0,25
5826,18414,5194,1264,3930
5827,18415,1247,0,1247
5828,18417,1041,0,1041
5829,18419,4556,1223,3333
5830,18420,169,0,169
5831,18421,4573,0,4573
5832,18424,5598,0,5598
5833,18425,1263,0,1263
5834,18426,3883,1532,2351
5835,18428,12314,1825,10489
5836,18430,70,0,70
5837,18431,12602,4969,7633
5838,18433,6416,4139,2277
5839,18434,4093,4083,10
5840,18435,1055,0,1055
5841,18436,13576,0,13576
5842,18437,168,0,168
5843,18438,1186,0,1186
5844,18439,474,0,474
5845,18440,56,9,47
5846,18441,316,0,316
5847,18443,494,0,494
5848,18444,13540,0,13540
5849,18445,2260,0,2260
5850,18446,3451,0,3451
5851,18447,10362,8571,1791
5852,18451,388,182,206
5853,18452,4950,4950,0
5854,18453,1182,0,1182
5855,18454,89,0,89
5856,18455,134,0,134
5857,18456,337,0,337
5858,18457,96,0,96
5859,18458,3092,0,3092
5860,18460,184,0,184
5861,18461,313,0,313
5862,18462,443,0,443
5863,18463,144,0,144
5864,18464,1368,291,1077
5865,18465,1385,0,1385
5866,18466,17000,14689,2311
5867,18469,405,0,405
5868,18470,2057,0,2057
5869,18471,722,447,275
5870,18472,7071,0,7071
5871,18473,381,377,4
5872,18503,1792,1792,0
5873,18504,21267,20582,685
5874,18505,20982,20531,451
5875,18507,4968,4968,0
5876,18508,11664,11400,264
5877,18509,13720,13720,0
5878,18510,14110,14110,0
5879,18512,12081,12042,39
5880,18517,5253,5253,0
5881,18518,8497,8392,105
5882,18519,5000,5000,0
5883,18602,291,0,291
5884,18603,18728,13954,4774
5885,18610,4810,0,4810
5886,18612,18210,9627,8583
5887,18614,2110,0,2110
5888,18615,1716,0,1716
5889,18616,726,0,726
5890,18617,1644,0,1644
5891,18618,3732,1968,1764
5892,18619,180,0,180
5893,18621,5014,2,5012
5894,18622,247,0,247
5895,18623,2540,0,2540
5896,18624,549,0,549
5897,18625,222,0,222
5898,18626,556,0,556
5899,18627,9,0,9
5900,18628,243,0,243
5901,18629,1666,0,1666
5902,18630,3013,0,3013
5903,18631,1122,1042,80
5904,18632,346,0,346
5905,18634,13702,12717,985
5906,18635,3773,1448,2325
5907,18636,1409,0,1409
5908,18640,16351,15428,923
5909,18641,6608,6608,0
5910,18642,4547,4456,91
5911,18643,12165,9857,2308
5912,18644,7336,5380,1956
5913,18651,8723,8023,700
5914,18655,5881,0,5881
5915,18656,2106,0,2106
5916,18657,10793,0,10793
5917,18660,3578,0,3578
5918,18661,5611,0,5611
5919,18701,4658,4658,0
5920,18702,42133,39945,2188
5921,18704,31138,30715,423
5922,18705,14832,14832,0
5923,18706,16338,15174,1164
5924,18707,16042,10520,5522
5925,18708,8988,6316,2672
5926,18709,2779,2779,0
5927,18801,7829,0,7829
5928,18810,6075,3691,2384
5929,18812,1333,0,1333
5930,18814,147,0,147
5931,18816,100,0,100
5932,18817,115,0,115
5933,18818,1181,0,1181
5934,18820,40,0,40
5935,18821,1031,0,1031
5936,18822,3200,0,3200
5937,18823,154,0,154
5938,18824,1146,0,1146
5939,18825,169,0,169
5940,18826,1594,0,1594
5941,18828,210,0,210
5942,18829,786,0,786
5943,18830,702,0,702
5944,18831,1207,89,1118
5945,18832,1618,0,1618
5946,18833,1879,0,1879
5947,18834,3349,0,3349
5948,18837,2940,0,2940
5949,18840,10505,8395,2110
5950,18842,191,0,191
5951,18843,273,0,273
5952,18844,1443,0,1443
5953,18845,386,0,386
5954,18846,717,0,717
5955,18847,5139,0,5139
5956,18848,8672,3798,4874
5957,18850,2399,0,2399
5958,18851,689,0,689
5959,18853,4086,0,4086
5960,18854,1299,231,1068
5961,18901,28395,27810,585
5962,18902,22236,17927,4309
5963,18912,314,234,80
5964,18913,290,0,290
5965,18914,21475,20341,1134
5966,18915,1668,1668,0
5967,18917,2227,2184,43
5968,18920,480,0,480
5969,18921,264,0,264
5970,18923,1198,850,348
5971,18925,6679,5209,1470
5972,18927,167,0,167
5973,18929,8819,8328,491
5974,18930,2350,0,2350
5975,18932,524,197,327
5976,18933,198,0,198
5977,18935,254,254,0
5978,18936,253,253,0
5979,18938,14301,6324,7977
5980,18940,30280,25137,5143
5981,18942,3118,0,3118
5982,18944,26396,19701,6695
5983,18946,543,0,543
5984,18947,6089,1604,4485
5985,18950,89,0,89
5986,18951,36111,25319,10792
5987,18954,9574,9245,329
5988,18955,1664,1353,311
5989,18960,13561,11123,2438
5990,18962,323,323,0
5991,18964,14366,14366,0
5992,18966,38079,38079,0
5993,18969,15808,13563,2245
5994,18970,666,635,31
5995,18972,3173,0,3173
5996,18974,42507,41406,1101
5997,18976,22395,22395,0
5998,18977,4354,3666,688
5999,18980,238,0,238
6000,19001,17215,17215,0
6001,19002,33279,33279,0
6002,19003,13984,13984,0
6003,19004,10668,10668,0
6004,19006,23148,23148,0
6005,19007,21849,21849,0
6006,19008,21008,21008,0
6007,19009,1220,1220,0
6008,19010,21270,21270,0
6009,19012,6699,6699,0
6010,19013,34252,34252,0
6011,19014,21642,21642,0
6012,19015,16260,16260,0
6013,19017,200,139,61
6014,19018,23664,23664,0
6015,19020,57043,57043,0
6016,19021,10001,10001,0
6017,19022,3797,3797,0
6018,19023,22180,22180,0
6019,19025,6033,6033,0
6020,19026,32021,32021,0
6021,19027,19170,19170,0
6022,19029,3979,3979,0
6023,19030,12504,12504,0
6024,19031,5326,5326,0
6025,19032,6792,6792,0
6026,19033,7798,7798,0
6027,19034,6685,6685,0
6028,19035,4096,4096,0
6029,19036,13102,13102,0
6030,19038,32490,32490,0
6031,19040,22396,22396,0
6032,19041,6526,6526,0
6033,19043,2737,2737,0
6034,19044,16273,16273,0
6035,19046,19669,19669,0
6036,19047,35452,35452,0
6037,19050,29176,29176,0
6038,19052,412,412,0
6039,19053,28179,28179,0
6040,19054,17659,17659,0
6041,19055,13783,13783,0
6042,19056,15858,15858,0
6043,19057,16916,16916,0
6044,19060,11646,11646,0
6045,19061,20207,20207,0
6046,19063,38338,37877,461
6047,19064,25045,25045,0
6048,19066,6107,6107,0
6049,19067,53153,53107,46
6050,19070,7306,7306,0
6051,19072,10008,10008,0
6052,19073,20853,20150,703
6053,19074,5943,5943,0
6054,19075,7698,7698,0
6055,19076,6488,6488,0
6056,19078,11453,11453,0
6057,19079,9371,9371,0
6058,19081,10803,10803,0
6059,19082,42761,42761,0
6060,19083,36964,36964,0
6061,19085,11313,11313,0
6062,19086,12270,12270,0
6063,19087,33501,33501,0
6064,19090,20180,20180,0
6065,19094,4426,4426,0
6066,19095,7880,7880,0
6067,19096,15390,15390,0
6068,19102,7568,7568,0
6069,19103,28717,28717,0
6070,19104,56839,56839,0
6071,19106,15190,15190,0
6072,19107,17600,17600,0
6073,19108,39,39,0
6074,19109,26,26,0
6075,19111,67017,67017,0
6076,19112,3,3,0
6077,19113,4,4,0
6078,19114,32645,32645,0
6079,19115,35919,35919,0
6080,19116,35610,35610,0
6081,19118,9728,9728,0
6082,19119,27265,27265,0
6083,19120,66177,66177,0
6084,19121,41799,41799,0
6085,19122,26668,26668,0
6086,19123,18793,18793,0
6087,19124,68766,68766,0
6088,19125,25325,25325,0
6089,19126,16159,16159,0
6090,19127,6929,6929,0
6091,19128,36808,36808,0
6092,19129,11437,11437,0
6093,19130,31477,31477,0
6094,19131,42705,42705,0
6095,19132,33926,33926,0
6096,19133,24772,24772,0
6097,19134,57463,57463,0
6098,19135,35422,35422,0
6099,19136,39151,39151,0
6100,19137,8682,8682,0
6101,19138,31816,31816,0
6102,19139,43281,43281,0
6103,19140,52124,52124,0
6104,19141,31047,31047,0
6105,19142,29565,29565,0
6106,19143,64648,64648,0
6107,19144,44481,44481,0
6108,19145,47079,47079,0
6109,19146,41920,41920,0
6110,19147,41096,41096,0
6111,19148,53976,53976,0
6112,19149,60408,60408,0
6113,19150,23126,23126,0
6114,19151,30394,30394,0
6115,19152,35911,35911,0
6116,19153,11985,11985,0
6117,19154,34681,34681,0
6118,19301,7542,7461,81
6119,19310,2898,0,2898
6120,19311,9556,8632,924
6121,19312,11848,11383,465
6122,19316,166,0,166
6123,19317,10714,7036,3678
6124,19319,824,132,692
6125,19320,54149,43581,10568
6126,19330,5705,0,5705
6127,19333,7734,7734,0
6128,19335,52406,50371,2035
6129,19341,18808,18808,0
6130,19342,20550,19823,727
6131,19343,8711,3431,5280
6132,19344,12869,1995,10874
6133,19345,788,788,0
6134,19348,22606,19745,2861
6135,19350,11030,6297,4733
6136,19352,10495,5071,5424
6137,19355,29273,25286,3987
6138,19358,318,318,0
6139,19362,5888,1335,4553
6140,19363,18104,9031,9073
6141,19365,7410,5128,2282
6142,19367,188,188,0
6143,19369,252,252,0
6144,19372,2348,2348,0
6145,19373,2648,2519,129
6146,19374,988,882,106
6147,19375,212,119,93
6148,19380,50692,49864,828
6149,19382,52498,48466,4032
6150,19383,5053,5053,0
6151,19390,14101,10904,3197
6152,19401,43414,43414,0
6153,19403,43734,42966,768
6154,19405,5558,5558,0
6155,19406,28553,28552,1
6156,19422,20117,20117,0
6157,19425,16352,11014,5338
6158,19426,43541,41743,1798
6159,19428,19690,19690,0
6160,19435,224,0,224
6161,19436,573,573,0
6162,19437,955,955,0
6163,19438,25134,21939,3195
6164,19440,19683,19090,593
6165,19442,61,61,0
6166,19444,10806,10806,0
6167,19446,58930,58715,215
6168,19453,1338,1338,0
6169,19454,28833,28833,0
6170,19456,302,302,0
6171,19457,103,103,0
6172,19460,43611,41598,2013
6173,19462,16267,16267,0
6174,19464,48409,47860,549
6175,19465,18217,10458,7759
6176,19468,27869,27830,39
6177,19472,92,0,92
6178,19473,16028,12447,3581
6179,19474,682,682,0
6180,19475,12028,8780,3248
6181,19477,126,126,0
6182,19490,316,188,128
6183,19492,941,0,941
6184,19501,906,892,14
6185,19503,1270,1213,57
6186,19504,5343,1575,3768
6187,19505,3397,2196,1201
6188,19506,7443,0,7443
6189,19507,3434,0,3434
6190,19508,15855,10393,5462
6191,19510,7717,7053,664
6192,19511,200,0,200
6193,19512,16928,9766,7162
6194,19516,140,138,2
6195,19518,16441,11105,5336
6196,19520,5932,0,5932
6197,19522,14098,5389,8709
6198,19523,170,0,170
6199,19525,16506,15228,1278
6200,19526,11139,6792,4347
6201,19529,2986,0,2986
6202,19530,14830,9087,5743
6203,19533,7710,3576,4134
6204,19534,2065,0,2065
6205,19535,96,0,96
6206,19536,443,421,22
6207,19538,124,116,8
6208,19539,4488,14,4474
6209,19540,11861,3766,8095
6210,19541,4200,825,3375
6211,19543,6256,0,6256
6212,19544,232,0,232
6213,19545,225,225,0
6214,19547,4429,270,4159
6215,19549,278,0,278
6216,19550,581,0,581
6217,19551,5075,2534,2541
6218,19554,337,0,337
6219,19555,3594,1935,1659
6220,19559,423,0,423
6221,19560,9290,7991,1299
6222,19562,2631,0,2631
6223,19564,171,0,171
6224,19565,8995,6598,2397
6225,19567,5710,3585,2125
6226,19601,35477,35477,0
6227,19602,19782,19733,49
6228,19604,29347,29320,27
6229,19605,21356,20730,626
6230,19606,35153,32210,2943
6231,19607,23431,22947,484
6232,19608,24378,20567,3811
6233,19609,10478,10478,0
6234,19610,16024,16024,0
6235,19611,11238,11238,0
6236,19701,42717,41613,1104
6237,19702,55653,55336,317
6238,19703,16175,16175,0
6239,19706,1938,0,1938
6240,19707,17274,16673,601
6241,19709,49599,35266,14333
6242,19710,108,0,108
6243,19711,48477,47978,499
6244,19713,31867,31867,0
6245,19716,42,42,0
6246,19717,6201,6201,0
6247,19720,61043,60868,175
6248,19730,472,472,0
6249,19731,329,0,329
6250,19732,223,141,82
6251,19733,320,320,0
6252,19734,14116,6113,8003
6253,19735,16,0,16
6254,19736,34,0,34
6255,19801,16219,16219,0
6256,19802,26189,26189,0
6257,19803,21886,21738,148
6258,19804,18292,18292,0
6259,19805,39985,39985,0
6260,19806,10083,10083,0
6261,19807,8089,5154,2935
6262,19808,39285,39285,0
6263,19809,14658,14658,0
6264,19810,25270,25270,0
6265,19901,36839,33817,3022
6266,19902,108,108,0
6267,19904,36880,30491,6389
6268,19930,2657,2657,0
6269,19931,258,0,258
6270,19933,9784,4579,5205
6271,19934,14243,9135,5108
6272,19936,329,329,0
6273,19938,10131,4506,5625
6274,19939,7357,4101,3256
6275,19940,6541,2321,4220
6276,19941,2857,0,2857
6277,19943,12523,6597,5926
6278,19944,519,519,0
6279,19945,8041,2880,5161
6280,19946,4932,2139,2793
6281,19947,20964,9921,11043
6282,19950,7095,0,7095
6283,19951,1986,694,1292
6284,19952,10621,4943,5678
6285,19953,4500,0,4500
6286,19954,1629,0,1629
6287,19955,191,0,191
6288,19956,16327,7361,8966
6289,19958,27911,24617,3294
6290,19960,7121,2031,5090
6291,19962,13692,13287,405
6292,19963,20827,15723,5104
6293,19964,1298,0,1298
6294,19966,32520,24292,8228
6295,19967,1802,1802,0
6296,19968,13800,4212,9588
6297,19970,8591,8591,0
6298,19971,14348,14296,52
6299,19973,25550,17207,8343
6300,19975,10476,6031,4445
6301,19977,27505,22028,5477
6302,19979,722,429,293
6303,19980,235,235,0
6304,20001,49040,49040,0
6305,20002,69422,69422,0
6306,20003,36501,36501,0
6307,20004,1682,1682,0
6308,20005,12953,12953,0
6309,20006,1599,1599,0
6310,20007,26827,26827,0
6311,20008,30143,30143,0
6312,20009,53357,53357,0
6313,20010,32663,32663,0
6314,20011,67815,67815,0
6315,20012,15485,15485,0
6316,20015,16628,16628,0
6317,20016,35068,35068,0
6318,20017,20293,20293,0
6319,20018,20646,20646,0
6320,20019,59601,59601,0
6321,20020,51616,51616,0
6322,20024,15952,15952,0
6323,20032,38904,38904,0
6324,20036,6109,6109,0
6325,20037,14945,14945,0
6326,20045,7,7,0
6327,20052,3691,3691,0
6328,20057,4091,4091,0
6329,20059,1717,1717,0
6330,20064,1914,1914,0
6331,20105,34475,33313,1162
6332,20106,4554,0,4554
6333,20109,43849,43555,294
6334,20110,49120,49120,0
6335,20111,38883,38539,344
6336,20112,29459,26234,3225
6337,20115,6536,0,6536
6338,20117,2746,0,2746
6339,20119,4263,0,4263
6340,20120,42697,41370,1327
6341,20121,28901,28527,374
6342,20124,14999,9927,5072
6343,20129,482,0,482
6344,20130,359,0,359
6345,20132,18483,8997,9486
6346,20135,2935,0,2935
6347,20136,31622,31154,468
6348,20137,1801,16,1785
6349,20141,8178,5152,3026
6350,20143,1124,0,1124
6351,20144,1096,0,1096
6352,20147,66394,66380,14
6353,20148,61793,60225,1568
6354,20151,22653,22588,65
6355,20152,37013,36153,860
6356,20155,37218,35226,1992
6357,20158,4639,2326,2313
6358,20164,40888,40888,0
6359,20165,33777,33777,0
6360,20166,14164,14164,0
6361,20169,28182,22574,5608
6362,20170,42756,42756,0
6363,20171,51759,51759,0
6364,20175,33245,23515,9730
6365,20176,51777,44758,7019
6366,20180,8073,0,8073
6367,20181,9765,1141,8624
6368,20184,735,0,735
6369,20186,15171,10080,5091
6370,20187,18888,14357,4531
6371,20190,20957,20957,0
6372,20191,29948,29948,0
6373,20194,13171,13171,0
6374,20197,2558,0,2558
6375,20198,2440,0,2440
6376,20204,0,0,0
6377,20220,0,0,0
6378,20230,0,0,0
6379,20240,0,0,0
6380,20245,0,0,0
6381,20250,0,0,0
6382,20260,0,0,0
6383,20317,49,49,0
6384,20319,72,72,0
6385,20373,396,396,0
6386,20388,0,0,0
6387,20390,255,255,0
6388,20408,13,13,0
6389,20415,0,0,0
6390,20418,0,0,0
6391,20422,47,47,0
6392,20427,0,0,0
6393,20431,0,0,0
6394,20510,0,0,0
6395,20515,4,4,0
6396,20520,0,0,0
6397,20530,0,0,0
6398,20535,8,8,0
6399,20540,0,0,0
6400,20542,12,12,0
6401,20551,0,0,0
6402,20560,0,0,0
6403,20565,0,0,0
6404,20566,5,5,0
6405,20591,15,15,0
6406,20601,27789,22752,5037
6407,20602,28736,28346,390
6408,20603,32485,32480,5
6409,20606,251,0,251
6410,20607,12762,11473,1289
6411,20608,878,0,878
6412,20609,1076,0,1076
6413,20611,1100,0,1100
6414,20612,232,0,232
6415,20613,15726,6460,9266
6416,20615,379,0,379
6417,20616,7356,6739,617
6418,20617,761,0,761
6419,20618,1073,0,1073
6420,20619,14179,12634,1545
6421,20620,1588,861,727
6422,20621,1214,0,1214
6423,20622,4741,0,4741
6424,20623,2846,2763,83
6425,20624,1138,0,1138
6426,20625,848,0,848
6427,20626,403,0,403
6428,20628,599,0,599
6429,20629,1188,1188,0
6430,20630,586,0,586
6431,20632,538,0,538
6432,20634,6984,6011,973
6433,20636,10615,917,9698
6434,20637,6111,0,6111
6435,20639,15344,0,15344
6436,20640,9949,6255,3694
6437,20645,769,0,769
6438,20646,20411,10536,9875
6439,20650,15298,6092,9206
6440,20653,25180,21659,3521
6441,20656,106,0,106
6442,20657,20042,16579,3463
6443,20658,968,0,968
6444,20659,24427,0,24427
6445,20660,107,0,107
6446,20661,0,0,0
6447,20662,2564,0,2564
6448,20664,2940,0,2940
6449,20667,471,192,279
6450,20670,1226,849,377
6451,20674,718,0,718
6452,20675,1728,0,1728
6453,20676,3462,0,3462
6454,20677,2475,0,2475
6455,20678,12818,0,12818
6456,20680,944,0,944
6457,20684,1193,0,1193
6458,20685,6648,0,6648
6459,20686,977,0,977
6460,20687,304,0,304
6461,20688,1462,1462,0
6462,20689,1915,0,1915
6463,20690,954,0,954
6464,20692,738,0,738
6465,20693,1067,0,1067
6466,20695,13318,12244,1074
6467,20701,1195,1195,0
6468,20705,29456,28834,622
6469,20706,43623,43623,0
6470,20707,37702,37702,0
6471,20708,27832,27237,595
6472,20710,9850,9850,0
6473,20711,7193,2208,4985
6474,20712,9526,9526,0
6475,20714,4036,4036,0
6476,20715,27127,26731,396
6477,20716,22874,22324,550
6478,20720,25702,25285,417
6479,20721,29847,29847,0
6480,20722,6498,6498,0
6481,20723,35353,35353,0
6482,20724,19163,19007,156
6483,20732,10626,8558,2068
6484,20733,2806,0,2806
6485,20735,38200,33510,4690
6486,20736,9632,4332,5300
6487,20737,24555,24555,0
6488,20740,36930,36930,0
6489,20742,4769,4769,0
6490,20743,40709,40709,0
6491,20744,52747,52747,0
6492,20745,32024,32024,0
6493,20746,31635,31635,0
6494,20747,40696,40696,0
6495,20748,39689,39689,0
6496,20751,2374,0,2374
6497,20754,6913,0,6913
6498,20755,9324,9324,0
6499,20758,741,0,741
6500,20759,6562,5097,1465
6501,20762,3002,3002,0
6502,20763,2745,2745,0
6503,20764,4199,0,4199
6504,20765,466,0,466
6505,20769,7009,7002,7
6506,20770,28612,28561,51
6507,20771,3,3,0
6508,20772,51395,47091,4304
6509,20774,51984,50347,1637
6510,20776,3266,0,3266
6511,20777,3527,2057,1470
6512,20778,1871,0,1871
6513,20779,1272,0,1272
6514,20781,13662,13662,0
6515,20782,35356,35356,0
6516,20783,48946,48946,0
6517,20784,32567,32567,0
6518,20785,41636,41636,0
6519,20794,16658,16658,0
6520,20812,287,287,0
6521,20814,31919,31919,0
6522,20815,31517,31517,0
6523,20816,17035,17035,0
6524,20817,38908,38908,0
6525,20818,1832,1832,0
6526,20832,25969,25536,433
6527,20833,7913,4907,3006
6528,20837,6634,5685,949
6529,20838,218,0,218
6530,20839,176,0,176
6531,20841,9538,7474,2064
6532,20842,2021,0,2021
6533,20850,51045,51045,0
6534,20851,14327,14327,0
6535,20852,48347,48347,0
6536,20853,30611,30611,0
6537,20854,50698,46819,3879
6538,20855,17003,16668,335
6539,20860,2079,1777,302
6540,20861,3067,2452,615
6541,20862,453,0,453
6542,20866,15199,14828,371
6543,20868,671,420,251
6544,20871,28557,26403,2154
6545,20872,13349,10022,3327
6546,20874,62908,60389,2519
6547,20876,26034,25018,1016
6548,20877,37577,37577,0
6549,20878,65990,65665,325
6550,20879,26176,26158,18
6551,20880,504,504,0
6552,20882,13890,10075,3815
6553,20886,35649,35649,0
6554,20889,1010,1010,0
6555,20892,2,2,0
6556,20894,0,0,0
6557,20895,19753,19753,0
6558,20896,1019,1019,0
6559,20899,125,125,0
6560,20901,36537,36537,0
6561,20902,52533,52533,0
6562,20903,24103,24103,0
6563,20904,59051,59051,0
6564,20905,17700,16888,812
6565,20906,71641,71641,0
6566,20910,45610,45610,0
6567,20912,25463,25463,0
6568,21001,25714,22576,3138
6569,21005,1709,1285,424
6570,21009,31835,31835,0
6571,21010,153,82,71
6572,21012,22377,22377,0
6573,21013,4861,0,4861
6574,21014,38395,38325,70
6575,21015,30400,26783,3617
6576,21017,6526,6526,0
6577,21023,89,0,89
6578,21028,3172,0,3172
6579,21029,12919,9250,3669
6580,21030,26156,24318,1838
6581,21031,11,11,0
6582,21032,9180,5021,4159
6583,21034,3314,0,3314
6584,21035,8298,915,7383
6585,21036,2307,0,2307
6586,21037,21453,20241,1212
6587,21040,25138,25138,0
6588,21042,43147,36665,6482
6589,21043,48775,48610,165
6590,21044,44284,44284,0
6591,21045,39321,39321,0
6592,21046,16023,16023,0
6593,21047,12876,8472,4404
6594,21048,10774,5547,5227
6595,21050,18681,12672,6009
6596,21051,256,0,256
6597,21052,430,358,72
6598,21053,3199,0,3199
6599,21054,13970,11152,2818
6600,21056,329,0,329
6601,21057,4060,164,3896
6602,21060,38269,38269,0
6603,21061,57352,57352,0
6604,21071,619,384,235
6605,21074,15279,8969,6310
6606,21075,35900,35257,643
6607,21076,22299,22299,0
6608,21077,336,336,0
6609,21078,20321,16735,3586
6610,21082,815,0,815
6611,21084,7600,0,7600
6612,21085,17142,15035,2107
6613,21087,5634,1967,3667
6614,21090,10623,10623,0
6615,21093,38677,37939,738
6616,21102,12100,5573,6527
6617,21104,5686,3230,2456
6618,21105,56,0,56
6619,21108,18065,17114,951
6620,21111,5062,0,5062
6621,21113,35670,33566,2104
6622,21114,26404,26404,0
6623,21117,59154,57056,2098
6624,21120,7178,0,7178
6625,21122,62368,61980,388
6626,21128,14861,14818,43
6627,21130,140,127,13
6628,21131,7468,0,7468
6629,21132,2930,0,2930
6630,21133,30527,29939,588
6631,21136,34973,28656,6317
6632,21140,3625,3625,0
6633,21144,37295,36602,693
6634,21146,28593,28593,0
6635,21152,6045,2645,3400
6636,21153,865,430,435
6637,21154,6309,0,6309
6638,21155,2553,0,2553
6639,21156,259,94,165
6640,21157,38584,22743,15841
6641,21158,20917,10696,10221
6642,21160,2449,0,2449
6643,21161,5333,0,5333
6644,21162,5029,4946,83
6645,21163,7657,5288,2369
6646,21201,18382,18382,0
6647,21202,22247,22247,0
6648,21204,20967,20967,0
6649,21205,14691,14691,0
6650,21206,49470,49470,0
6651,21207,46595,46595,0
6652,21208,35007,34887,120
