,zip_code, !!Total:, !!Total:!!Urban, !!Total:!!Rural
24589,70118,35635,35635,0
24590,70119,38048,38048,0
24591,70121,11523,11523,0
24592,70122,34986,34986,0
24593,70123,27346,27346,0
24594,70124,22777,22777,0
24595,70125,17457,17457,0
24596,70126,30397,30397,0
24597,70127,24332,24332,0
24598,70128,18260,18260,0
24599,70129,10884,9959,925
24600,70130,14521,14521,0
24601,70131,27473,26745,728
24602,70139,0,0,0
24603,70148,1603,1603,0
24604,70163,0,0,0
24605,70301,46661,35653,11008
24606,70310,383,383,0
24607,70339,5332,0,5332
24608,70340,81,81,0
24609,70341,3239,1837,1402
24610,70342,4806,4516,290
24611,70343,5059,3056,2003
24612,70344,5218,4128,1090
24613,70345,9119,8540,579
24614,70346,10342,8139,2203
24615,70352,233,0,233
24616,70353,1106,0,1106
24617,70354,4396,4226,170
24618,70355,920,0,920
24619,70356,2298,0,2298
24620,70357,2419,2015,404
24621,70358,1005,0,1005
24622,70359,9591,8736,855
24623,70360,28014,25474,2540
24624,70363,25319,20525,4794
24625,70364,29559,25818,3741
24626,70372,2323,1137,1186
24627,70373,6490,5275,1215
24628,70374,6699,4898,1801
24629,70375,198,100,98
24630,70377,3702,0,3702
24631,70380,21079,18007,3072
24632,70390,6593,3434,3159
24633,70391,104,62,42
24634,70392,8406,7443,963
24635,70393,421,219,202
24636,70394,13932,9776,4156
24637,70395,4843,3577,1266
24638,70397,1240,0,1240
24639,70401,21014,18255,2759
24640,70402,1634,1634,0
24641,70403,29737,26831,2906
24642,70420,8030,4744,3286
24643,70422,13863,0,13863
24644,70426,6094,0,6094
24645,70427,17941,11019,6922
24646,70431,5173,0,5173
24647,70433,41423,40521,902
24648,70435,20828,4431,16397
24649,70436,450,0,450
24650,70437,7575,0,7575
24651,70438,19652,0,19652
24652,70441,5006,0,5006
24653,70442,468,0,468
24654,70443,10229,0,10229
24655,70444,9667,0,9667
24656,70445,10866,0,10866
24657,70446,7255,0,7255
24658,70447,17120,14945,2175
24659,70448,25670,25016,654
24660,70449,3470,0,3470
24661,70450,2778,0,2778
24662,70451,192,156,36
24663,70452,13187,6874,6313
24664,70453,1122,0,1122
24665,70454,32154,22039,10115
24666,70455,2017,0,2017
24667,70456,2741,0,2741
24668,70457,221,0,221
24669,70458,37798,37687,111
24670,70460,22429,19363,3066
24671,70461,30740,27663,3077
24672,70462,5490,128,5362
24673,70463,98,0,98
24674,70464,220,0,220
24675,70465,425,0,425
24676,70466,8856,3249,5607
24677,70471,23334,22522,812
24678,70501,28721,28127,594
24679,70503,27497,27497,0
24680,70506,39801,39381,420
24681,70507,17791,17484,307
24682,70508,40343,40325,18
24683,70510,24074,13725,10349
24684,70512,10146,478,9668
24685,70513,134,0,134
24686,70514,1843,1649,194
24687,70515,3407,0,3407
24688,70516,1579,0,1579
24689,70517,26434,16000,10434
24690,70518,16683,14439,2244
24691,70519,122,37,85
24692,70520,20017,15765,4252
24693,70522,234,0,234
24694,70523,744,0,744
24695,70524,217,0,217
24696,70525,13232,282,12950
24697,70526,17333,13168,4165
24698,70528,2255,1959,296
24699,70529,11842,3976,7866
24700,70531,1373,0,1373
24701,70532,2560,0,2560
24702,70533,7282,2394,4888
24703,70534,725,0,725
24704,70535,17292,10510,6782
24705,70537,452,0,452
24706,70538,12604,8031,4573
24707,70541,733,0,733
24708,70542,3063,0,3063
24709,70543,3883,0,3883
24710,70544,10775,5347,5428
24711,70546,16277,9378,6899
24712,70548,10004,4656,5348
24713,70549,3836,0,3836
24714,70550,222,0,222
24715,70551,336,0,336
24716,70552,1226,0,1226
24717,70554,5540,0,5540
24718,70555,8925,3330,5595
24719,70556,545,0,545
24720,70558,140,140,0
24721,70559,2250,0,2250
24722,70560,39457,27341,12116
24723,70563,19145,13049,6096
24724,70570,38746,23498,15248
24725,70575,48,0,48
24726,70576,1422,0,1422
24727,70577,4424,0,4424
24728,70578,16201,8493,7708
24729,70580,202,0,202
24730,70581,934,0,934
24731,70582,19088,7941,11147
24732,70583,11981,8695,3286
24733,70584,7471,0,7471
24734,70585,243,0,243
24735,70586,19589,8097,11492
24736,70589,3464,0,3464
24737,70591,5529,0,5529
24738,70592,28975,24845,4130
24739,70601,34571,34440,131
24740,70605,39903,37544,2359
24741,70607,30339,24150,6189
24742,70609,260,260,0
24743,70611,22457,16498,5959
24744,70615,14949,10402,4547
24745,70629,19,19,0
24746,70630,1370,0,1370
24747,70631,823,0,823
24748,70632,315,0,315
24749,70633,8989,0,8989
24750,70634,25039,10879,14160
24751,70637,554,0,554
24752,70638,798,0,798
24753,70639,575,0,575
24754,70640,155,0,155
24755,70643,224,0,224
24756,70644,254,0,254
24757,70645,926,0,926
24758,70646,837,0,837
24759,70647,11386,155,11231
24760,70648,7198,0,7198
24761,70650,452,0,452
24762,70651,287,0,287
24763,70652,2557,0,2557
24764,70653,3005,0,3005
24765,70654,207,0,207
24766,70655,2414,0,2414
24767,70656,3824,3,3821
24768,70657,5533,0,5533
24769,70658,888,0,888
24770,70659,1350,1247,103
24771,70660,1648,0,1648
24772,70661,2179,0,2179
24773,70662,485,0,485
24774,70663,29325,22457,6868
24775,70665,12532,7696,4836
24776,70668,6576,0,6576
24777,70669,9830,8880,950
24778,70706,22476,15757,6719
24779,70710,6749,6689,60
24780,70711,5243,1818,3425
24781,70712,5627,0,5627
24782,70714,18954,14920,4034
24783,70715,899,0,899
24784,70719,4396,4235,161
24785,70721,643,643,0
24786,70722,5569,0,5569
24787,70723,1335,697,638
24788,70725,1743,960,783
24789,70726,59586,54519,5067
24790,70729,967,0,967
24791,70730,3613,0,3613
24792,70732,1110,0,1110
24793,70733,1670,0,1670
24794,70734,8384,7107,1277
24795,70736,513,0,513
24796,70737,47332,45211,2121
24797,70739,12890,9035,3855
24798,70740,1181,0,1181
24799,70743,397,90,307
24800,70744,5667,0,5667
24801,70747,194,0,194
24802,70748,6564,0,6564
24803,70749,1339,414,925
24804,70750,1321,0,1321
24805,70752,763,0,763
24806,70753,730,0,730
24807,70754,11966,0,11966
24808,70755,1715,0,1715
24809,70756,510,0,510
24810,70757,3056,0,3056
24811,70759,1239,0,1239
24812,70760,6509,5074,1435
24813,70761,806,0,806
24814,70762,1034,206,828
24815,70763,4129,2831,1298
24816,70764,15616,10155,5461
24817,70767,15309,9175,6134
24818,70769,46671,43830,2841
24819,70770,3816,0,3816
24820,70772,635,0,635
24821,70773,119,0,119
24822,70774,9900,5497,4403
24823,70775,9405,0,9405
24824,70776,5891,1397,4494
24825,70777,4387,0,4387
24826,70778,2950,2259,691
24827,70780,957,364,593
24828,70782,191,0,191
24829,70783,2422,1100,1322
24830,70785,22569,14662,7907
24831,70786,12,12,0
24832,70787,86,0,86
24833,70788,3692,0,3692
24834,70789,405,0,405
24835,70791,29432,16757,12675
24836,70801,340,340,0
24837,70802,26519,26519,0
24838,70803,3587,3587,0
24839,70805,26025,26025,0
24840,70806,27898,27898,0
24841,70807,16091,16086,5
24842,70808,32510,32510,0
24843,70809,25302,25302,0
24844,70810,42472,41890,582
24845,70811,13116,13063,53
24846,70812,10976,10976,0
24847,70813,1753,1753,0
24848,70814,14061,14044,17
24849,70815,29376,29376,0
24850,70816,45232,44874,358
24851,70817,35025,33112,1913
24852,70818,10492,9169,1323
24853,70819,5104,4794,310
24854,70820,23470,22889,581
24855,70825,0,0,0
24856,70836,535,535,0
24857,71001,4159,0,4159
24858,71002,194,0,194
24859,71003,857,0,857
24860,71004,526,0,526
24861,71006,15268,6228,9040
24862,71007,908,0,908
24863,71008,592,0,592
24864,71009,201,201,0
24865,71016,1929,0,1929
24866,71018,1330,0,1330
24867,71019,7362,0,7362
24868,71021,471,462,9
24869,71023,3235,0,3235
24870,71024,1207,0,1207
24871,71027,1861,0,1861
24872,71028,1351,0,1351
24873,71029,188,0,188
24874,71030,1514,0,1514
24875,71031,995,0,995
24876,71032,1996,0,1996
24877,71033,3581,2321,1260
24878,71034,278,0,278
24879,71037,21469,9438,12031
24880,71038,3321,0,3321
24881,71039,1716,0,1716
24882,71040,8288,0,8288
24883,71043,412,0,412
24884,71044,684,0,684
24885,71045,656,0,656
24886,71046,1183,0,1183
24887,71047,10698,433,10265
24888,71048,106,0,106
24889,71049,3108,0,3108
24890,71051,2025,0,2025
24891,71052,9409,5602,3807
24892,71055,18626,11618,7008
24893,71060,2919,0,2919
24894,71061,1518,0,1518
24895,71063,659,0,659
24896,71064,4262,0,4262
24897,71065,1072,0,1072
24898,71066,38,0,38
24899,71067,3435,29,3406
24900,71068,3292,0,3292
24901,71069,519,0,519
24902,71070,1358,0,1358
24903,71071,2335,773,1562
24904,71072,1383,0,1383
24905,71073,2154,1012,1142
24906,71075,5844,4696,1148
24907,71078,6958,0,6958
24908,71079,173,0,173
24909,71082,4395,0,4395
24910,71101,6560,6560,0
24911,71103,6362,6362,0
24912,71104,13680,13680,0
24913,71105,21308,21215,93
24914,71106,34906,33502,1404
24915,71107,31311,23166,8145
24916,71108,17727,17727,0
24917,71109,18414,18380,34
24918,71110,1951,1498,453
24919,71111,44476,43118,1358
24920,71112,32561,30573,1988
24921,71115,15436,14608,828
24922,71118,24582,24491,91
24923,71119,10724,9314,1410
24924,71129,13198,10828,2370
24925,71201,21565,21552,13
24926,71202,27535,24289,3246
24927,71203,37438,28781,8657
24928,71209,1091,1091,0
24929,71212,10,10,0
24930,71218,62,0,62
24931,71219,1148,0,1148
24932,71220,21154,12604,8550
24933,71222,3050,0,3050
24934,71223,358,0,358
24935,71225,8179,0,8179
24936,71226,1493,0,1493
24937,71227,4127,0,4127
24938,71229,1924,0,1924
24939,71230,4,0,4
24940,71232,6073,0,6073
24941,71233,254,171,83
24942,71234,4298,0,4298
24943,71235,4309,0,4309
24944,71237,1028,0,1028
24945,71238,2924,0,2924
24946,71241,9535,0,9535
24947,71242,23,0,23
24948,71243,157,0,157
24949,71245,4849,4390,459
24950,71247,847,782,65
24951,71250,138,0,138
24952,71251,8286,4341,3945
24953,71253,281,0,281
24954,71254,6755,0,6755
24955,71256,568,0,568
24956,71259,1686,0,1686
24957,71260,2653,0,2653
24958,71261,1449,0,1449
24959,71263,7103,0,7103
24960,71264,947,0,947
24961,71266,1588,0,1588
24962,71268,2737,122,2615
24963,71269,12343,0,12343
24964,71270,31513,22049,9464
24965,71272,2400,2400,0
24966,71275,2367,0,2367
24967,71276,219,0,219
24968,71277,1564,0,1564
24969,71279,45,0,45
24970,71280,4708,0,4708
24971,71282,9131,6988,2143
24972,71286,443,0,443
24973,71291,34670,32245,2425
24974,71292,22774,11996,10778
24975,71295,14069,5142,8927
24976,71301,20454,20310,144
24977,71302,13415,11366,2049
24978,71303,22797,20068,2729
24979,71316,66,0,66
24980,71320,156,0,156
24981,71322,5913,0,5913
24982,71323,1048,0,1048
24983,71325,1008,0,1008
24984,71326,1131,0,1131
24985,71327,5676,0,5676
24986,71328,7891,0,7891
24987,71330,76,0,76
24988,71331,974,0,974
24989,71333,576,0,576
24990,71334,8518,6400,2118
24991,71336,1499,0,1499
24992,71339,75,0,75
24993,71340,847,0,847
24994,71341,3096,0,3096
24995,71342,8100,0,8100
24996,71343,7260,0,7260
24997,71345,74,0,74
24998,71346,2598,0,2598
24999,71350,4228,1432,2796
25000,71351,11068,5250,5818
25001,71353,1500,0,1500
25002,71354,1587,0,1587
25003,71355,2537,0,2537
25004,71356,345,0,345
25005,71357,1595,0,1595
25006,71358,967,0,967
25007,71359,29,29,0
25008,71360,36026,22292,13734
25009,71362,2221,0,2221
25010,71366,1579,0,1579
25011,71367,1222,0,1222
25012,71368,1287,0,1287
25013,71369,2308,0,2308
25014,71371,2055,0,2055
25015,71373,6700,5908,792
25016,71375,968,0,968
25017,71378,2149,0,2149
25018,71401,73,0,73
25019,71403,4348,0,4348
25020,71404,828,0,828
25021,71405,5652,4236,1416
25022,71406,193,0,193
25023,71407,876,0,876
25024,71409,6262,4,6258
25025,71410,153,0,153
25026,71411,2536,0,2536
25027,71414,249,0,249
25028,71415,308,0,308
25029,71416,724,0,724
25030,71417,4691,0,4691
25031,71418,5625,0,5625
25032,71419,2049,0,2049
25033,71422,1469,0,1469
25034,71423,5207,0,5207
25035,71424,1219,0,1219
25036,71425,189,0,189
25037,71426,134,0,134
25038,71427,329,0,329
25039,71428,20,0,20
25040,71429,2988,0,2988
25041,71430,2423,0,2423
25042,71432,1042,0,1042
25043,71433,4149,0,4149
25044,71434,45,0,45
25045,71435,3801,0,3801
25046,71438,1595,0,1595
25047,71439,1712,0,1712
25048,71441,701,0,701
25049,71446,22095,8244,13851
25050,71447,1296,0,1296
25051,71449,9354,0,9354
25052,71450,929,0,929
25053,71452,42,0,42
25054,71454,2251,0,2251
25055,71455,178,0,178
25056,71456,1058,0,1058
25057,71457,25506,17426,8080
25058,71459,10086,7947,2139
25059,71461,2144,2117,27
25060,71462,1599,0,1599
25061,71463,9630,6700,2930
25062,71465,2894,0,2894
25063,71466,503,0,503
25064,71467,8232,0,8232
25065,71468,536,0,536
25066,71469,2953,0,2953
25067,71472,328,0,328
25068,71473,452,0,452
25069,71474,601,0,601
25070,71475,5,0,5
25071,71479,656,0,656
25072,71480,1157,0,1157
25073,71483,9944,4671,5273
25074,71485,2545,0,2545
25075,71486,3962,0,3962
25076,71497,1509,1509,0
25077,71601,13881,12893,988
25078,71602,16112,11550,4562
25079,71603,30236,22240,7996
25080,71630,398,0,398
25081,71631,621,0,621
25082,71635,10907,7184,3723
25083,71638,3544,0,3544
25084,71639,5603,4308,1295
25085,71640,2577,0,2577
25086,71642,524,0,524
25087,71643,4614,0,4614
25088,71644,543,0,543
25089,71646,6220,0,6220
25090,71647,1684,0,1684
25091,71651,121,0,121
25092,71652,974,0,974
25093,71653,4443,0,4443
25094,71654,4302,0,4302
25095,71655,14458,7974,6484
25096,71658,534,0,534
25097,71659,37,0,37
25098,71660,853,0,853
25099,71661,261,0,261
25100,71662,93,0,93
25101,71663,572,0,572
25102,71665,5274,0,5274
25103,71666,43,0,43
25104,71667,7203,0,7203
25105,71670,1168,0,1168
25106,71671,8210,5278,2932
25107,71674,587,0,587
25108,71675,1751,0,1751
25109,71676,543,0,543
25110,71677,175,0,175
25111,71678,16,0,16
25112,71701,17824,9873,7951
25113,71720,2195,0,2195
25114,71721,15,0,15
25115,71722,42,0,42
25116,71724,341,0,341
25117,71725,430,0,430
25118,71726,1139,0,1139
25119,71728,64,0,64
25120,71730,31103,18698,12405
25121,71740,1526,0,1526
25122,71742,4639,0,4639
25123,71743,3386,0,3386
25124,71744,3016,0,3016
25125,71745,119,0,119
25126,71747,828,0,828
25127,71748,112,0,112
25128,71749,2368,0,2368
25129,71751,817,0,817
25130,71752,878,0,878
25131,71753,16000,10403,5597
25132,71758,389,0,389
25133,71759,340,0,340
25134,71762,2288,0,2288
25135,71763,1332,0,1332
25136,71764,1743,0,1743
25137,71765,1666,0,1666
25138,71766,573,0,573
25139,71770,2991,0,2991
25140,71772,22,0,22
25141,71801,14991,8855,6136
25142,71820,67,0,67
25143,71822,8035,0,8035
25144,71823,66,0,66
25145,71825,600,0,600
25146,71826,1005,0,1005
25147,71827,632,0,632
25148,71831,124,0,124
25149,71832,10372,5894,4478
25150,71833,1948,0,1948
25151,71834,1363,0,1363
25152,71835,1162,0,1162
25153,71836,2701,0,2701
25154,71837,5389,0,5389
25155,71838,851,0,851
25156,71839,248,0,248
25157,71841,898,0,898
25158,71842,2046,0,2046
25159,71845,1842,0,1842
25160,71846,2516,0,2516
25161,71847,582,0,582
25162,71851,1919,0,1919
25163,71852,9856,0,9856
25164,71853,363,0,363
25165,71854,35580,25600,9980
25166,71855,557,0,557
25167,71857,5723,0,5723
25168,71858,1526,0,1526
25169,71859,304,0,304
25170,71860,2098,0,2098
25171,71861,2368,0,2368
25172,71862,600,0,600
25173,71864,68,0,68
25174,71865,231,0,231
25175,71866,618,0,618
25176,71901,29363,23061,6302
25177,71909,17935,12745,5190
25178,71913,46801,35894,10907
25179,71921,3532,0,3532
25180,71922,128,0,128
25181,71923,14138,8503,5635
25182,71929,4826,0,4826
25183,71933,1365,0,1365
25184,71935,810,0,810
25185,71937,1895,0,1895
25186,71940,1417,0,1417
25187,71941,1888,0,1888
25188,71942,115,0,115
25189,71943,4403,0,4403
25190,71944,660,0,660
25191,71945,1302,0,1302
25192,71949,1844,0,1844
25193,71950,684,0,684
25194,71952,94,0,94
25195,71953,14090,5534,8556
25196,71956,1826,48,1778
25197,71957,2966,0,2966
25198,71958,2327,0,2327
25199,71959,728,0,728
25200,71960,1128,0,1128
25201,71961,868,0,868
25202,71962,685,0,685
25203,71964,4179,140,4039
25204,71965,282,0,282
25205,71968,4564,0,4564
25206,71969,290,0,290
25207,71970,705,0,705
25208,71971,440,0,440
25209,71972,296,0,296
25210,71973,1236,0,1236
25211,71998,802,802,0
25212,71999,781,781,0
25213,72001,445,0,445
25214,72002,18477,10580,7897
25215,72003,715,0,715
25216,72004,956,0,956
25217,72005,140,0,140
25218,72006,2281,0,2281
25219,72007,9792,4648,5144
25220,72010,5958,0,5958
25221,72011,4671,288,4383
25222,72012,13407,7216,6191
25223,72013,1889,0,1889
25224,72014,54,0,54
25225,72015,28597,21399,7198
25226,72016,2967,0,2967
25227,72017,574,0,574
25228,72019,28097,20335,7762
25229,72020,3788,0,3788
25230,72021,3586,0,3586
25231,72022,18206,18111,95
25232,72023,37321,25489,11832
25233,72024,3406,0,3406
25234,72025,816,0,816
25235,72026,260,0,260
25236,72027,1256,0,1256
25237,72028,19,0,19
25238,72029,1758,0,1758
25239,72030,645,0,645
25240,72031,7087,0,7087
25241,72032,34316,18466,15850
25242,72034,47873,44037,3836
25243,72035,1979,1979,0
25244,72036,703,0,703
25245,72038,104,0,104
25246,72039,2254,0,2254
25247,72040,2804,0,2804
25248,72041,1243,0,1243
25249,72042,4764,0,4764
25250,72044,868,0,868
25251,72045,1163,0,1163
25252,72046,3965,0,3965
25253,72047,1051,0,1051
25254,72048,115,0,115
25255,72051,499,0,499
25256,72052,135,0,135
25257,72053,183,161,22
25258,72055,752,0,752
25259,72057,1035,0,1035
25260,72058,18525,0,18525
25261,72059,15,0,15
25262,72060,703,0,703
25263,72061,100,0,100
25264,72063,1529,0,1529
25265,72064,2359,0,2359
25266,72065,5305,0,5305
25267,72066,126,0,126
25268,72067,2503,0,2503
25269,72068,513,324,189
25270,72069,1077,0,1077
25271,72070,1842,0,1842
25272,72072,434,0,434
25273,72073,1012,0,1012
25274,72074,127,0,127
25275,72075,26,0,26
25276,72076,38443,30383,8060
25277,72079,599,0,599
25278,72080,709,0,709
25279,72081,7511,1478,6033
25280,72082,1579,1348,231
25281,72083,182,0,182
25282,72084,1059,0,1059
25283,72085,296,0,296
25284,72086,10673,0,10673
25285,72087,1575,0,1575
25286,72088,2148,0,2148
25287,72099,753,753,0
25288,72101,3008,0,3008
25289,72102,2557,0,2557
25290,72103,13739,6690,7049
25291,72104,23456,8833,14623
25292,72106,5206,2137,3069
25293,72107,170,0,170
25294,72108,44,0,44
25295,72110,11507,6340,5167
25296,72111,1369,0,1369
25297,72112,11065,5947,5118
25298,72113,25930,24906,1024
25299,72114,10957,10957,0
25300,72116,21715,21715,0
25301,72117,13730,10300,3430
25302,72118,22582,20502,2080
25303,72119,4,0,4
25304,72120,34784,30532,4252
25305,72121,2550,0,2550
25306,72122,1248,0,1248
25307,72123,308,0,308
25308,72125,888,0,888
25309,72126,3649,0,3649
25310,72127,2190,0,2190
25311,72128,785,0,785
25312,72129,1283,0,1283
25313,72130,385,0,385
25314,72131,4519,0,4519
25315,72132,3577,0,3577
25316,72133,29,0,29
25317,72134,296,0,296
25318,72135,2647,0,2647
25319,72136,1936,0,1936
25320,72137,2339,0,2339
25321,72139,184,0,184
25322,72140,276,0,276
25323,72141,519,0,519
25324,72142,2385,0,2385
25325,72143,35111,23502,11609
25326,72150,12218,4710,7508
25327,72152,304,0,304
25328,72153,2527,0,2527
25329,72156,557,0,557
25330,72157,1508,0,1508
25331,72160,9422,8132,1290
25332,72165,77,0,77
25333,72166,229,0,229
25334,72167,1634,0,1634
25335,72168,1903,0,1903
25336,72169,111,0,111
25337,72170,199,0,199
25338,72173,9888,0,9888
25339,72175,246,0,246
25340,72176,9418,5451,3967
25341,72178,40,0,40
25342,72179,425,0,425
25343,72180,90,0,90
25344,72181,52,0,52
25345,72182,68,0,68
25346,72183,912,0,912
25347,72199,61,17,44
25348,72201,961,961,0
25349,72202,10340,10337,3
25350,72204,31564,31279,285
25351,72205,22888,22888,0
25352,72206,22974,10778,12196
25353,72207,11036,11036,0
25354,72209,31641,31320,321
25355,72210,16348,10096,6252
25356,72211,24338,24338,0
25357,72212,12612,12612,0
25358,72223,25465,21912,3553
25359,72227,11090,11090,0
25360,72301,24479,24271,208
25361,72311,90,0,90
25362,72313,15,0,15
25363,72315,20311,15873,4438
25364,72320,1625,0,1625
25365,72322,87,0,87
25366,72324,2097,0,2097
25367,72325,22,0,22
25368,72326,2231,0,2231
25369,72327,1407,0,1407
25370,72328,50,0,50
25371,72329,4,0,4
25372,72330,524,0,524
25373,72331,2409,0,2409
25374,72332,74,0,74
25375,72333,424,0,424
25376,72335,16624,8183,8441
25377,72338,75,0,75
25378,72339,116,0,116
25379,72340,56,0,56
25380,72341,197,0,197
25381,72342,3977,2476,1501
25382,72346,486,0,486
25383,72347,592,0,592
25384,72348,2006,0,2006
25385,72350,966,0,966
25386,72351,784,0,784
25387,72352,30,0,30
25388,72353,71,0,71
25389,72354,2088,0,2088
25390,72355,2117,0,2117
25391,72358,1565,0,1565
25392,72359,405,374,31
25393,72360,5301,0,5301
25394,72364,16394,15042,1352
25395,72365,2817,0,2817
25396,72366,1729,0,1729
25397,72367,60,0,60
25398,72368,939,0,939
25399,72369,8,0,8
25400,72370,7717,6244,1473
25401,72372,1563,0,1563
25402,72373,974,0,974
25403,72374,716,0,716
25404,72376,1781,0,1781
25405,72377,23,0,23
25406,72379,33,0,33
25407,72383,20,0,20
25408,72384,761,0,761
25409,72386,1600,0,1600
25410,72387,21,0,21
25411,72389,241,0,241
25412,72390,7351,6123,1228
25413,72391,33,0,33
25414,72392,395,0,395
25415,72394,425,0,425
25416,72395,947,0,947
25417,72396,12898,7564,5334
25418,72401,43127,36890,6237
25419,72404,29344,23703,5641
25420,72405,17109,12437,4672
25421,72410,421,0,421
25422,72411,2406,0,2406
25423,72412,571,0,571
25424,72413,578,0,578
25425,72414,390,0,390
25426,72415,1244,0,1244
25427,72416,5661,142,5519
25428,72417,5720,0,5720
25429,72419,1601,0,1601
25430,72421,547,0,547
25431,72422,4377,0,4377
25432,72424,61,0,61
25433,72425,375,0,375
25434,72426,179,0,179
25435,72427,109,0,109
25436,72428,77,0,77
25437,72429,311,0,311
25438,72430,381,0,381
25439,72431,319,0,319
25440,72432,6135,0,6135
25441,72433,2708,1983,725
25442,72434,1984,0,1984
25443,72435,289,0,289
25444,72436,936,0,936
25445,72437,3486,0,3486
25446,72438,2399,0,2399
25447,72440,245,0,245
25448,72441,67,0,67
25449,72442,4859,0,4859
25450,72443,2991,0,2991
25451,72444,1742,0,1742
25452,72445,82,0,82
25453,72447,1798,0,1798
25454,72449,192,0,192
25455,72450,39945,25089,14856
25456,72453,177,0,177
25457,72454,4857,0,4857
25458,72455,13328,7164,6164
25459,72456,595,0,595
25460,72457,150,0,150
25461,72458,624,0,624
25462,72459,1310,0,1310
25463,72460,738,0,738
25464,72461,3499,0,3499
25465,72462,375,0,375
25466,72464,52,0,52
25467,72466,1461,0,1461
25468,72467,609,609,0
25469,72469,1115,0,1115
25470,72470,278,0,278
25471,72471,986,0,986
25472,72472,9164,7233,1931
25473,72473,2196,0,2196
25474,72476,7065,4557,2508
25475,72478,390,0,390
25476,72479,1269,0,1269
25477,72482,1302,0,1302
25478,72501,26444,10913,15531
25479,72512,2507,0,2507
25480,72513,2873,0,2873
25481,72515,60,0,60
25482,72517,361,0,361
25483,72519,3243,0,3243
25484,72520,267,0,267
25485,72521,4989,0,4989
25486,72522,393,0,393
25487,72523,900,0,900
25488,72524,369,0,369
25489,72526,267,0,267
25490,72527,524,0,524
25491,72528,203,0,203
25492,72529,4806,0,4806
25493,72530,1853,0,1853
25494,72531,792,0,792
25495,72532,1554,0,1554
25496,72533,367,0,367
25497,72534,1302,0,1302
25498,72536,402,0,402
25499,72537,828,0,828
25500,72538,422,0,422
25501,72539,371,0,371
25502,72540,118,0,118
25503,72542,3681,0,3681
25504,72543,12175,6743,5432
25505,72544,565,0,565
25506,72546,121,0,121
25507,72550,876,0,876
25508,72553,133,0,133
25509,72554,2749,0,2749
25510,72555,228,0,228
25511,72556,3362,0,3362
25512,72560,8834,0,8834
25513,72561,788,0,788
25514,72562,2208,0,2208
25515,72564,474,0,474
25516,72565,885,0,885
25517,72566,542,0,542
25518,72567,278,0,278
25519,72568,1698,0,1698
25520,72569,410,0,410
25521,72571,393,0,393
25522,72572,189,0,189
25523,72573,383,0,383
25524,72576,3934,0,3934
25525,72577,727,0,727
25526,72578,150,0,150
25527,72579,1457,0,1457
25528,72581,965,0,965
25529,72583,1678,0,1678
25530,72584,589,0,589
25531,72585,221,0,221
25532,72587,54,0,54
25533,72601,30483,13950,16533
25534,72611,1639,0,1639
25535,72615,24,0,24
25536,72616,10625,5057,5568
25537,72617,206,0,206
25538,72619,1941,0,1941
25539,72623,689,0,689
25540,72624,368,0,368
25541,72626,1141,0,1141
25542,72628,769,0,769
25543,72629,588,0,588
25544,72630,143,0,143
25545,72631,4036,0,4036
25546,72632,4704,0,4704
25547,72633,1886,0,1886
25548,72634,4888,0,4888
25549,72635,3717,1771,1946
25550,72636,25,0,25
25551,72638,7273,0,7273
25552,72639,572,0,572
25553,72640,394,0,394
25554,72641,2011,0,2011
25555,72642,1945,0,1945
25556,72644,2383,0,2383
25557,72645,1679,0,1679
25558,72648,493,0,493
25559,72650,4168,0,4168
25560,72651,1258,0,1258
25561,72653,28758,16012,12746
25562,72655,463,0,463
25563,72658,1599,0,1599
25564,72660,484,0,484
25565,72661,557,0,557
25566,72662,3018,0,3018
25567,72663,325,0,325
25568,72666,402,0,402
25569,72668,451,0,451
25570,72669,63,0,63
25571,72670,163,0,163
25572,72672,358,0,358
25573,72675,1543,0,1543
25574,72677,632,0,632
25575,72679,83,0,83
25576,72680,844,0,844
25577,72682,279,0,279
25578,72683,360,0,360
25579,72685,1248,0,1248
25580,72686,203,0,203
25581,72687,5935,0,5935
25582,72701,48269,40298,7971
25583,72703,33767,29766,4001
25584,72704,31145,24469,6676
25585,72712,38053,33984,4069
25586,72713,25076,20901,4175
25587,72714,13393,12234,1159
25588,72715,17012,14308,2704
25589,72717,893,0,893
25590,72718,4914,4396,518
25591,72719,16248,15920,328
25592,72721,350,0,350
25593,72722,3087,0,3087
25594,72727,6434,0,6434
25595,72729,236,0,236
25596,72730,9624,6803,2821
25597,72732,4990,0,4990
25598,72734,7905,0,7905
25599,72736,7046,0,7046
25600,72738,2509,0,2509
25601,72739,439,0,439
25602,72740,10026,0,10026
25603,72742,404,0,404
25604,72744,5227,0,5227
25605,72745,13371,9475,3896
25606,72747,216,0,216
25607,72749,105,0,105
25608,72751,8361,6026,2335
25609,72752,305,0,305
25610,72753,10525,5794,4731
25611,72756,41875,28608,13267
25612,72758,45105,43220,1885
25613,72760,276,0,276
25614,72761,23731,17756,5975
25615,72762,42175,34544,7631
25616,72764,60786,54438,6348
25617,72768,1241,0,1241
25618,72769,1226,0,1226
25619,72773,1102,0,1102
25620,72774,6309,0,6309
25621,72776,747,0,747
25622,72801,18510,18438,72
25623,72802,22752,9203,13549
25624,72821,1629,0,1629
25625,72823,6404,0,6404
25626,72824,1719,0,1719
25627,72826,31,0,31
25628,72827,170,0,170
25629,72828,106,0,106
