zip_code,Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars)
02324,95675,6241,111684,9697,126026,10898,51272,9675
02330,70959,12285,102905,18134,110677,17278,45828,6124
02332,128173,10404,150656,12091,168897,17482,59524,5166
02333,90528,8368,110625,12118,118718,7887,43477,7244
02338,92774,15860,106750,10920,111875,8692,34655,15207
02339,127981,10837,141689,13277,155476,26052,50357,20821
02341,96693,6125,117292,6866,122264,8902,37823,9243
02343,75273,7583,107214,16303,122165,18801,42841,7690
02346,83631,8039,104820,8473,117533,8102,54353,17231
02347,106633,6508,117260,9342,133083,10864,54196,7476
02351,99381,7836,112078,12399,136497,6189,44375,21296
02356,125205,9732,158364,10614,159784,10945,64583,14184
02357,-,**,-,**,-,**,-,**
02359,103905,5845,127538,9740,136210,7379,53914,13553
02360,90279,3225,108374,5451,120628,5011,48120,5732
02364,96104,11774,117604,8240,126216,10151,38483,5662
02366,-,**,-,**,-,**,-,**
02367,94167,17655,105688,12593,116806,13974,53047,42018
02368,82902,8177,96098,7656,108651,11362,47053,7124
02370,78011,9803,103762,8602,115710,6488,46885,7024
02375,100136,8189,117460,3413,136667,11298,50664,9153
02379,97404,14136,121419,11908,133352,13896,38884,16210
02382,86570,4867,96755,3275,113667,7957,43852,4650
02420,195494,6250,219826,12165,230833,17189,43264,14882
02421,178358,11311,220288,13356,231389,16816,62292,23243
02445,132688,7957,162875,9268,174387,10047,87981,16558
02446,98978,6194,145236,10619,158870,12157,69262,9198
02451,111587,3504,137575,14875,147500,13494,82672,15388
02452,90755,11597,111051,12602,129193,10183,63827,9269
02453,86787,6648,102857,8442,118931,12689,67964,8072
02457,-,**,-,**,-,**,-,**
02458,117137,13310,165202,20300,196588,20595,70462,12056
02459,195336,19722,232292,23246,244615,26127,78125,21189
02460,126659,10452,153825,16661,180568,22871,61314,13406
02461,164583,23683,198032,24571,225372,9245,69688,16311
02462,115556,48181,205500,87098,216696,30413,32188,22225
02464,122098,22106,145464,14372,150795,43144,73611,21727
02465,157563,11891,189821,16256,206587,14739,78750,31514
02466,121037,11004,143409,26901,170061,17695,50375,21645
02467,132399,13500,188359,19508,204707,13011,86709,26180
02468,241190,18167,"250,000+",***,"250,000+",***,62500,24288
02472,101397,5761,119496,4429,137597,9057,80944,6653
02474,112150,5360,144028,8986,154543,10015,70871,8220
02476,102214,7167,146753,12431,174423,17047,52028,10395
02478,129309,6920,166951,7234,184981,8959,62854,8753
02481,223917,21384,"250,000+",***,"250,000+",***,86719,15421
02482,168361,23891,"250,000+",***,"250,000+",***,63854,14827
02492,168542,10474,196996,16912,210822,22780,72308,15682
02493,207702,46244,"250,000+",***,"250,000+",***,41146,34752
02494,133375,26704,190846,15315,197904,21132,39180,18985
02532,70068,9860,93006,4214,97986,11212,41320,8749
02534,92824,50774,117273,63111,143993,100564,71422,29455
02535,96061,4931,117500,17554,138438,35065,51364,27402
02536,72489,5257,84852,7803,96129,7051,45560,4359
02537,109707,15246,134034,16651,149063,15321,66500,11989
02538,69327,14224,71442,10950,83214,25763,32883,10303
02539,78902,25138,100476,35059,123710,20736,51695,13283
02540,78603,12704,125076,23243,131033,13288,30504,5901
02542,53031,6852,47500,17236,47788,22416,-,**
02543,99444,23610,104219,15511,106985,11462,74241,24680
02553,-,**,-,**,-,**,-,**
02554,107683,5822,122987,9112,133313,10041,63516,8691
02556,96645,18920,118418,16550,126750,24932,57384,24078
02557,75294,24524,95868,23407,95625,26295,62578,29725
02558,45326,25179,78839,39483,-,**,33487,26489
02559,73491,13768,105750,25954,117552,27069,37375,14719
02561,86422,64539,145938,124089,-,**,54154,39460
02562,103306,20821,117778,11350,119861,20361,56538,16857
02563,93306,6820,112375,21812,123224,16613,56327,11298
02564,112647,72324,113824,34139,113824,34139,-,**
02568,51456,6912,78816,33308,102708,33270,41667,8626
02571,63805,5584,71563,19297,105080,13647,45333,12930
02575,95351,26794,108325,11306,109333,12184,-,**
02576,80473,8838,114453,15877,123576,14842,41210,8355
02584,-,**,-,**,-,**,-,**
02601,54414,6919,66099,4805,71955,5361,31653,6056
02630,115129,14369,134712,20165,138537,15221,62065,24868
02631,75286,8936,87599,6025,90417,9924,45788,10662
02632,86356,7106,104955,9230,115337,9943,62561,7829
02633,83625,14708,108708,14933,116581,9610,38750,10909
02635,68590,10937,81552,28784,97568,32591,57132,21453
02637,188021,116045,188021,90539,188021,90539,-,**
02638,83632,7216,92159,13054,102639,16204,52174,12064
02639,52719,8600,70486,22866,90385,14091,39722,11916
02641,62888,52284,-,**,-,**,-,**
02642,71981,9296,88550,11826,94259,8391,38798,6536
02643,-,**,-,**,-,**,-,**
02644,98182,16402,108971,22830,111442,28270,39500,32633
02645,78689,6449,91078,10654,101722,7910,44286,14344
02646,67773,8541,98750,27259,111094,23933,40441,15129
02647,77344,16365,-,**,-,**,-,**
02648,87060,12460,108000,9171,109333,11896,61300,28946
02649,77019,9876,99025,10941,107825,5786,45020,9983
02650,91174,23835,92197,43788,107813,48118,-,**
02651,-,**,-,**,-,**,-,**
02652,70921,17442,88929,46403,72171,60287,48929,31876
02653,73819,6207,98632,13129,108705,10580,41063,17798
02655,83750,7212,95833,13635,105694,15049,57019,3342
02657,59063,8028,82125,21382,95000,19539,43750,18377
02659,70694,29394,102153,54773,102014,56799,36125,10490
02660,61694,7758,90169,9991,95816,4903,31907,6193
02663,64464,20902,-,**,-,**,73472,44893
02664,60432,4516,73568,7019,80031,15483,42910,4862
02666,67526,41791,72969,51239,-,**,27734,19035
02667,75096,6009,81875,21980,102206,13288,56813,16212
02668,100379,12449,104167,10103,103611,74117,69716,27869
02669,-,**,-,**,-,**,-,**
02670,65486,7691,111125,38470,106250,46923,38750,11440
02671,75417,18151,92039,20783,101667,25605,32443,14609
02672,76417,39339,-,**,-,**,-,**
02673,63980,5036,68232,8635,83071,9546,45767,11042
02675,74654,13632,91516,9072,104659,12021,42669,8226
02702,95927,15288,110427,22296,114712,17845,55100,11747
02703,74962,3650,96149,2980,112176,7010,39968,6523
02713,-,**,121250,58148,128125,71551,-,**
02715,101216,11574,115885,29646,125208,29277,50020,32263
02717,85139,8001,97344,24320,106483,17072,36027,19923
02718,93184,10643,103664,10254,108734,12744,80171,19957
02719,67394,7210,90691,10196,103472,9027,35148,6176
02720,51790,2910,60735,5616,83900,9506,36487,5893
02721,40173,3677,51045,6991,67989,8267,18912,1793
02723,40318,7067,48284,5514,64505,12136,25802,5226
02724,39942,4300,47201,5763,66202,7058,27050,4892
02725,87458,20741,98684,13232,95288,30668,36688,23331
02726,83346,4939,92768,8427,102727,10855,42106,8969
02738,81928,5916,101398,21053,123333,32901,47419,13664
02739,94360,23692,117778,19598,121676,26330,53567,9401
02740,42314,2808,58381,4270,81848,5183,27514,2951
02743,80221,10315,97534,17636,110804,7860,44919,12148
02744,44252,5239,54265,9601,65769,10529,27671,5228
02745,61267,3674,75266,6870,94921,5735,37780,11093
02746,35018,2824,37279,3647,57195,7327,22376,6192
02747,82963,4437,101646,7668,118015,7898,41436,17610
02748,87326,9174,109868,12845,129485,20282,38333,13963
02760,90558,8246,115861,6847,128119,5829,43211,5428
02762,96066,7225,112971,10829,116307,15045,55938,24484
02763,126339,25806,136786,33129,160000,29896,72596,53331
02764,79725,10332,84042,10970,110357,36103,42308,13717
02766,111042,4557,129359,7064,141884,4339,56219,19845
02767,101826,9306,117083,12391,136089,7847,36525,14055
02769,116585,12053,134423,15372,146317,18115,56597,13981
02770,103459,5394,115802,19473,130278,31716,73438,8761
02771,90078,8450,108588,7241,119950,12073,43561,26035
02777,86637,7116,98056,4371,103092,8635,37846,12400
02779,103182,10165,99712,23022,113030,20212,103162,1845
02780,58546,3596,77780,6619,93422,6005,34685,3387
02790,80430,8527,94088,12958,106840,7856,42689,16030
02791,68913,40642,99107,65363,107292,36546,43274,40939
02802,69321,62300,-,**,106053,30707,-,**
02804,108672,15780,111797,13309,115388,11743,102806,97375
02806,125125,7813,147849,9600,163684,16825,52100,12687
02807,59423,19536,66071,23009,87708,44643,50278,19736
02808,74500,15558,90313,13394,94167,6831,-,**
02809,72422,5366,95422,11989,109705,13567,41310,7826
02812,113221,15233,119333,29614,132857,38696,-,**
02813,78209,4674,92246,7757,103566,12719,49306,5431
02814,89531,12333,104393,11453,114968,9577,51055,32334
02815,194450,110129,-,**,-,**,-,**
02816,72471,5973,92272,5661,108076,5921,41227,4202
02817,119688,12848,120331,12088,126289,10129,86875,46252
02818,102621,5894,136667,13180,147500,10611,49401,6979
02822,83024,16197,106250,14349,106618,14987,31728,15192
02825,87829,10488,101523,16980,104714,17635,47273,31271
02826,91964,52831,103504,10220,103504,10220,21027,4784
02827,82946,8559,85441,7787,89107,10746,50893,21440
02828,86772,10412,113505,13189,118769,16686,42974,5896
02830,84970,25957,110563,20117,116352,5979,29936,8173
02831,95000,24315,113229,36212,129405,30805,72872,29531
02832,80128,10291,92472,22079,107857,21628,55595,21622
02833,88902,30034,93587,7963,94429,15877,22891,6619
02835,111110,9589,125375,20485,136333,35244,48510,16752
02836,-,**,-,**,-,**,-,**
02837,89353,9895,100938,25736,118269,21547,60417,33503
02838,62697,5659,64625,7126,89844,33641,49913,17160
02839,68258,17962,74650,27219,80833,26208,40337,10283
02840,66805,4665,94932,9328,114929,12895,47190,5196
02841,-,**,-,**,-,**,-,**
02842,74022,6237,87544,7124,101053,12746,46331,6972
02852,86625,5231,108164,5107,128352,7349,49058,5822
02857,96004,12236,109855,11297,124662,11198,61346,5278
02858,-,**,167926,111742,169229,20165,-,**
02859,87363,6846,96349,14279,105369,6262,50000,21068
02860,43586,2018,52801,3495,73797,6435,29214,2696
02861,64833,3461,72517,3824,87948,6173,42574,6357
02863,32928,1508,34623,3209,46719,6173,13961,3309
02864,91806,4535,109169,5425,118404,6984,32669,5597
02865,92742,8707,116733,7115,138448,8343,34872,12440
02871,102392,10618,122996,7498,140481,18078,40189,7351
02872,-,**,-,**,-,**,-,**
02873,108750,100810,146131,7383,146131,7383,-,**
02874,135514,10220,148482,10501,150030,9478,63854,27969
02875,160278,120675,182604,81721,182604,81721,-,**
02876,-,**,-,**,-,**,-,**
02878,75295,3366,89250,12471,101824,10514,44564,7792
02879,89288,6461,110833,10918,122244,13059,46887,8388
02881,79111,10950,126833,44659,135492,34332,47292,20823
02882,83600,14828,126744,12061,139745,6893,33486,6396
02885,60486,7834,94093,6210,108191,10348,33419,7662
02886,69646,3417,91705,4755,105012,8350,36772,3439
02888,75011,6394,93215,8195,106328,9700,41070,4372
02889,77783,4444,91230,4897,97013,5464,43226,6277
02891,70358,6043,100302,5057,107545,5352,34046,8690
02892,111895,16568,120114,13873,118988,19676,49821,34688
02893,55106,4475,74333,3419,81667,7991,38690,7427
02894,70587,11866,140962,73277,140962,73277,66016,38581
02895,42595,2750,54129,4377,77283,3148,28185,3015
02896,80885,10248,101311,9075,110920,10519,35271,6166
02898,77917,25539,85844,7517,86516,7818,-,**
02903,36347,4394,76793,20025,92250,13045,30556,13165
02904,44269,4003,69713,9363,88318,13115,24281,2875
02905,47942,6139,57487,5309,86079,8872,29422,3811
02906,85270,10335,131225,11315,152721,18544,56711,5431
02907,39877,4368,40065,3247,58117,16083,33125,7105
02908,51981,4992,53924,4023,79342,5063,42702,5192
02909,42041,3354,50530,5977,65243,5427,25497,4297
02910,73717,3697,76083,2887,92425,5282,51625,8430
02911,60902,8660,78083,6333,97158,10288,38576,6314
02912,-,**,-,**,-,**,-,**
02914,51199,2787,62436,4686,84403,9435,27006,3386
02915,64495,7901,89658,4776,100203,7820,25607,4898
02916,80701,10488,103255,9538,108250,8259,48261,11501
02917,83516,12918,100275,4282,105411,10002,50034,14630
02919,65125,3518,91760,8774,98050,8145,39659,5062
02920,63523,3480,82240,7405,94375,4858,36939,5747
02921,102917,12140,121250,9440,125299,9287,30625,6042
03031,139421,13027,152234,11485,159333,7136,66750,25759
03032,115089,8661,118609,7629,123929,15964,90278,17573
03033,141875,7644,147361,10700,152574,13305,56971,20379
03034,100904,6484,118698,13033,124671,35044,34948,34355
03036,139688,20140,138542,19458,149808,20978,67386,29312
03037,108173,7420,107949,8585,114545,14492,91434,16584
03038,75792,3882,92957,9146,110445,4238,48846,6059
03042,76071,10090,93500,17921,98725,21248,43250,20399
03043,99688,12118,105284,3591,105909,3753,53750,25935
03044,110344,9391,118185,8129,119254,6900,70708,17577
03045,90173,6647,106696,13259,123125,9077,44868,19230
03046,121500,18962,130221,13678,133125,7898,62813,30788
03047,79107,7863,83565,6858,84907,15468,32500,23985
03048,79600,7810,89131,5010,92560,8061,42978,10971
03049,135565,9057,150408,16920,154167,15698,52304,12226
03051,104472,5562,114490,5905,121922,11907,58320,6751
03052,112500,15366,119383,17576,132446,30118,71250,19880
03053,109254,4871,119622,6484,133136,8695,53350,5390
03054,106957,4600,119587,7153,129403,6279,50961,9060
03055,79235,8849,100990,5920,108886,9078,40030,6976
03057,118750,14268,134318,28166,150250,19337,93984,25073
03060,51979,3372,69288,3655,84635,5827,34294,3309
03062,94935,3865,110262,3691,114789,7426,61888,6490
03063,88188,3911,101655,8274,115625,10611,56141,6752
03064,68333,8680,91838,12944,120673,24291,40342,3297
03070,120300,12032,125944,11716,133417,12589,62386,30378
03071,81029,9097,90256,13878,97629,10204,53775,27959
03076,106686,6224,119716,6480,121815,6258,61908,19442
03077,76133,3393,90536,9659,102424,9064,42188,10605
03079,86587,5967,112143,11693,125595,8454,39356,4679
03082,92986,9258,97750,15181,108958,11410,77500,11751
03084,84583,17241,107500,29748,124583,22048,57386,16536
03086,80226,7701,96000,18718,101648,16957,60625,21396
03087,148459,13572,156145,10211,164881,15179,60250,20839
03101,32607,7128,36143,11301,92679,70490,28972,8408
03102,57461,2154,66828,3950,81652,7519,42435,4733
03103,58115,3857,62307,3265,80693,10259,46523,7123
03104,64909,2277,86487,9204,104309,6195,42267,3292
03106,84691,9827,99874,8991,106343,7993,48875,12898
03109,80253,3938,92457,16923,109054,9132,53864,2106
03110,135021,11882,151016,10749,159722,9007,53292,15041
03215,105000,42808,137250,100411,173125,77727,-,**
03216,76618,11171,92292,15845,105855,12891,45478,4820
03217,46184,10346,53333,16764,61250,10319,31908,8037
03218,59417,45716,82663,45395,87768,10704,-,**
03220,71541,19196,88111,17700,94643,18968,39153,12956
03221,66528,11913,86563,5938,88875,16874,36964,9852
03222,64167,5432,83125,5616,85718,4271,33421,8654
03223,60625,17446,83819,18295,92198,35940,34712,27347
03224,85625,11343,109250,18408,116458,23861,42596,27560
03225,75536,11325,84922,7313,91076,13220,49479,5184
03226,76528,19524,87292,10062,87656,21219,53750,4235
03227,82875,6276,84813,5169,86786,7102,55313,31366
03229,88854,19997,105221,22994,125278,17835,51643,9951
03230,63083,9589,76193,5286,77500,17270,36500,4699
03231,81667,47530,87440,64184,87440,64184,-,**
03233,-,**,-,**,-,**,-,**
03234,78622,10274,95475,17455,103553,18753,43289,13162
03235,52860,4418,68158,9557,84148,15180,30757,4801
03237,76450,7651,77400,13629,84353,10933,41719,30298
03238,-,**,65833,64991,-,**,"2,500-",***
03240,61429,8480,68333,20055,92679,21900,39038,11972
03241,66250,17336,87188,11948,85625,15462,38984,3352
03242,79867,11106,92308,10402,110833,21421,20375,14761
03243,80292,4286,85250,7838,90446,9600,56964,10637
03244,80174,7700,81476,4025,86625,3350,63162,16857
03245,62589,10574,76500,18305,87411,18413,37250,24042
03246,57771,5430,76713,5569,89122,10465,35017,4815
03249,84500,8758,110650,15345,119632,12560,41509,8463
03251,52857,9156,58967,15531,59946,19527,28472,14371
03253,63359,9868,90900,12587,103102,15846,38686,5604
03254,71429,7919,77278,12068,85938,8639,37250,24003
03255,101528,8573,104943,7635,103977,9075,69792,33977
03256,68438,9100,74000,4912,75000,8806,36801,8704
03257,91471,18002,128571,14179,133365,13561,45156,9310
03258,95114,11613,102083,12344,105433,5818,61250,23121
03259,56944,33608,57500,37541,54659,35675,56944,54101
03260,101875,19553,108333,15342,112813,21120,65096,41609
03261,90605,9399,109250,13513,111788,5839,51591,9680
03262,57463,5842,68333,36575,86250,31625,35972,24574
03263,55594,3777,74861,14342,71595,13072,34726,14323
03264,54856,18613,66815,18834,93052,18009,44420,25327
03266,54904,7709,62404,7832,64722,9000,38571,8874
03268,83594,6580,86771,4996,87813,8976,48654,21819
03269,89097,16827,103780,9022,104970,13742,33914,15718
03273,108750,37086,132727,61241,119167,55240,106042,11237
03275,75420,6548,82742,4296,90140,8665,44853,8555
03276,56685,4568,69206,6653,89455,11386,40147,3829
03278,75938,10271,91125,12399,103352,14268,27805,5712
03279,48750,7738,55357,6588,55179,8370,36250,12052
03280,78224,12451,88942,24832,97614,21296,38269,13254
03281,94181,12728,105855,9561,111226,7928,60167,30743
03282,67292,11523,71964,11149,73333,19699,41591,19161
03284,76932,12072,83036,15132,80313,18718,30227,7850
03285,67277,8887,74342,12788,80000,12601,35903,11670
03287,85000,17900,100156,18261,108214,25550,55750,14296
03290,97216,6421,106667,13630,111306,11494,60671,6710
03291,-,**,-,**,-,**,-,**
03293,-,**,-,**,-,**,228295,222482
03301,65663,4241,90564,5320,103631,4082,35505,2964
03303,74000,2679,88364,6116,97571,6767,42383,3437
03304,122034,7105,132227,10692,134914,11032,42857,31533
03307,72311,10279,78090,10614,79618,16155,35030,15516
03431,56872,4241,78884,7498,89490,8637,32929,3068
03440,76500,15336,86838,9941,97750,16487,39732,12335
03441,34028,15144,40536,30930,41250,23553,33611,19775
03442,60000,7005,79375,25398,93750,12535,48125,4827
03443,71206,20555,71206,20555,71206,20555,-,**
03444,83958,15278,95625,18815,99688,13761,40625,27698
03445,72375,12045,76000,12355,80417,12491,46094,31269
03446,71522,8005,85712,15098,90094,12099,38061,13261
03447,62500,11960,85769,11347,85817,11535,37308,8710
03448,70417,9639,74276,6809,81667,14726,40625,28020
03449,69297,13930,96071,13797,100250,13590,48194,6703
03450,76806,12708,92813,26517,89375,32019,46875,8039
03451,63669,5822,76607,14683,90577,13112,34960,16012
03452,63739,6565,87974,3736,90409,7071,41823,7730
03455,71136,19389,98646,14293,108194,19346,34375,15169
03456,65893,10472,74000,16779,82500,20268,39531,23586
03457,82500,21509,100114,28913,101563,14677,64375,27651
