zip_code,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Percent!!SEX AND AGE!!Total population!!15 to 19 years,Percent!!SEX AND AGE!!Total population!!20 to 24 years,Percent!!SEX AND AGE!!Total population!!65 years and over
27248,94.4,7.0,4.4,20.7
27249,85.7,5.6,6.1,15.9
27252,116.2,3.0,1.6,13.0
27253,93.8,7.7,4.7,17.4
27258,100.7,8.7,4.8,15.0
27260,92.9,7.3,6.8,13.0
27262,94.9,12.8,8.6,15.6
27263,91.4,6.6,5.4,18.5
27265,89.6,6.8,6.6,15.5
27278,98.9,6.6,4.5,18.1
27281,75.8,3.9,8.4,20.6
27282,85.4,8.4,5.9,16.4
27283,112.1,9.6,4.9,17.7
27284,94.8,6.0,5.2,17.3
27288,92.1,6.4,5.4,19.9
27291,110.4,3.0,0.0,12.1
27292,100.4,6.7,6.1,18.8
27295,100.4,6.4,4.7,18.4
27298,105.5,7.2,4.3,18.4
27299,105.0,6.9,6.8,10.5
27301,98.2,8.1,3.1,12.2
27302,91.6,8.4,2.8,13.2
27305,61.8,4.9,6.4,22.4
27306,85.6,5.5,5.1,24.9
27310,93.2,4.9,2.7,14.1
27311,94.4,6.3,4.3,18.5
27312,86.0,5.3,4.5,26.2
27313,111.7,6.6,3.3,20.6
27314,108.7,3.1,3.8,18.7
27315,96.5,5.7,5.9,26.0
27316,91.3,6.8,4.5,15.5
27317,106.5,6.0,4.8,15.4
27320,90.9,5.6,6.0,19.0
27325,112.8,10.2,5.7,16.2
27326,108.3,2.7,4.1,18.6
27330,95.5,6.8,5.7,14.4
27332,91.4,6.2,4.2,16.4
27340,30.3,0.0,0.0,14.0
27341,107.2,7.9,8.9,16.0
27343,116.4,10.3,6.8,19.5
27344,95.1,7.8,6.4,17.1
27349,89.6,8.2,3.6,16.2
27350,95.8,9.5,8.0,16.3
27355,100.7,9.7,8.2,20.6
27356,120.5,5.8,6.3,20.7
27357,99.4,8.6,5.6,14.1
27358,91.3,7.7,4.1,14.6
27360,90.5,5.5,5.5,16.8
27370,93.6,6.6,5.1,20.1
27371,107.7,5.3,4.6,18.0
27376,90.9,7.4,2.9,24.4
27377,78.1,5.8,4.0,17.5
27379,87.4,4.6,5.3,25.4
27401,84.2,17.6,16.2,10.7
27403,83.6,16.2,21.0,9.8
27405,87.0,6.2,5.0,12.0
27406,88.3,6.1,7.6,14.7
27407,93.5,5.7,7.3,12.0
27408,90.1,5.6,3.5,19.3
27409,85.4,4.9,8.6,11.7
27410,86.8,6.2,6.3,19.7
27455,91.9,6.6,3.9,17.6
27501,95.6,7.5,5.5,12.0
27502,98.0,6.9,4.7,9.0
27503,353.2,1.6,1.4,16.7
27504,95.5,6.0,5.4,16.0
27505,105.8,6.9,7.8,13.9
27507,96.7,6.9,11.5,17.4
27508,231.7,5.7,3.3,16.1
27509,137.4,10.8,14.0,20.3
27510,84.8,3.9,12.7,10.2
27511,96.3,6.2,4.1,17.6
27513,97.6,6.1,3.7,10.5
27514,84.0,19.4,20.7,12.0
27516,95.6,7.3,14.3,11.8
27517,90.9,3.5,4.8,24.4
27518,94.4,6.0,3.7,15.9
27519,95.4,7.1,2.5,10.1
27520,91.1,6.7,7.1,11.8
27521,108.9,5.6,5.7,13.2
27522,95.9,5.5,5.3,14.6
27523,89.5,4.6,2.8,10.8
27524,89.1,7.5,3.8,10.5
27525,95.1,5.4,4.8,14.6
27526,92.7,6.6,4.9,13.6
27527,105.9,7.0,3.7,10.1
27529,94.3,7.4,5.9,13.4
27530,93.7,6.5,5.6,16.6
27531,678.0,27.1,61.2,0.0
27534,95.9,5.2,8.7,16.6
27536,78.8,6.4,8.7,15.8
27537,90.0,6.7,5.0,19.3
27539,101.5,6.8,4.2,10.4
27540,91.3,7.6,4.6,7.8
27541,95.5,6.6,5.9,18.0
27542,102.3,7.2,5.5,15.4
27544,102.9,5.7,5.0,15.2
27545,89.3,7.5,5.9,9.8
27546,111.1,9.3,10.6,12.3
27549,96.3,7.8,5.9,19.0
27551,108.4,1.3,6.1,28.3
27553,134.3,4.2,1.3,20.7
27555,73.6,2.1,2.5,22.9
27556,85.9,0.8,16.4,34.5
27557,84.0,12.7,3.9,13.7
27559,107.3,2.1,4.7,28.0
27560,99.6,5.0,4.5,6.2
27562,109.9,5.5,5.9,19.8
27563,107.0,7.8,4.5,23.8
27565,96.5,5.9,4.9,20.0
27568,78.0,1.6,12.5,20.1
27569,98.1,7.5,7.0,17.0
27571,86.2,3.9,1.3,11.3
27572,86.9,4.4,4.3,16.4
27573,81.0,8.6,4.7,18.4
27574,98.4,5.9,4.7,23.2
27576,92.1,7.4,5.2,13.7
27577,98.9,5.5,7.4,15.8
27581,157.9,5.5,5.6,12.1
27582,81.8,4.4,6.1,13.9
27583,103.2,5.9,3.9,16.2
27587,93.3,7.6,4.3,11.7
27589,82.4,6.6,9.3,21.3
27591,97.3,5.9,4.7,13.1
27592,98.0,7.7,5.0,11.6
27596,98.3,6.4,5.4,13.3
27597,101.7,5.8,4.3,15.0
27601,117.8,8.8,8.8,9.0
27603,110.6,5.2,12.6,10.4
27604,101.2,5.8,6.7,11.1
27605,99.9,2.1,8.3,15.9
27606,106.5,7.1,18.8,6.8
27607,95.4,24.9,16.3,8.7
27608,101.9,3.3,2.0,16.8
27609,84.6,5.2,6.0,16.3
27610,86.8,8.3,7.0,8.7
27612,90.1,4.5,6.9,15.3
27613,94.7,5.3,4.2,11.8
27614,86.4,7.5,5.3,14.3
27615,93.5,4.5,5.3,20.1
27616,88.4,6.0,5.9,7.0
27617,85.8,5.5,5.9,8.2
27701,95.0,4.2,7.7,8.7
27703,90.5,6.8,5.4,10.5
27704,85.0,5.6,4.6,10.6
27705,90.5,9.9,13.1,14.5
27707,91.7,7.8,9.1,11.5
27709,92.3,0.0,0.0,17.4
27712,90.5,6.0,1.6,21.6
27713,86.3,5.7,5.7,11.5
27801,81.6,6.7,7.1,16.6
27803,86.9,4.9,6.2,19.9
27804,83.5,6.5,6.4,18.0
27805,94.1,7.8,4.5,20.2
27806,71.5,2.9,1.4,29.2
27807,119.5,4.2,8.8,14.5
27808,107.6,4.1,5.2,30.1
27809,123.7,7.4,6.7,21.9
27810,90.9,3.5,5.8,31.1
27812,73.2,6.7,4.4,24.8
27813,100.5,6.3,6.2,15.2
27814,74.5,7.9,2.9,29.4
27816,107.5,9.8,6.7,19.4
27817,96.6,2.1,5.8,24.5
27818,97.3,16.9,10.4,19.2
27819,70.5,4.4,13.3,29.7
27820,85.9,3.4,5.1,19.0
27821,127.3,7.6,0.0,14.2
27822,90.1,8.6,5.7,17.7
27823,94.3,5.3,8.8,18.4
27824,87.0,12.5,0.4,14.0
27825,142.1,0.0,0.0,50.0
27826,316.2,1.3,1.5,20.7
27827,90.3,15.3,0.0,16.9
27828,87.8,7.8,4.7,17.8
27829,106.3,4.2,4.5,30.8
27830,102.2,6.9,6.1,15.9
27831,100.8,7.5,4.1,26.5
27832,77.0,4.1,6.2,30.0
27834,82.7,5.3,10.3,11.5
27837,100.5,6.4,4.6,13.7
27839,148.0,5.4,4.3,25.8
27840,87.4,4.3,8.2,35.7
27841,33.3,0.0,0.0,18.8
27842,96.2,3.0,1.0,48.5
27843,131.4,3.4,0.8,17.2
27844,98.5,8.1,5.1,17.2
27845,152.1,3.2,5.6,21.3
27846,114.1,6.4,4.4,14.9
27847,118.5,5.7,7.9,27.9
27849,89.8,1.3,6.3,14.4
27850,104.0,4.8,4.5,29.4
27851,107.8,6.6,5.9,16.8
27852,88.3,4.7,4.0,19.3
27853,127.3,11.0,4.1,3.6
27855,90.8,14.9,9.2,18.6
27856,100.9,5.3,6.7,17.5
27857,94.6,6.1,0.0,31.1
27858,89.2,13.3,24.0,11.2
27860,104.8,3.7,3.0,15.9
27861,69.2,25.0,6.8,20.5
27862,98.6,0.6,6.5,18.0
27863,96.1,6.3,6.0,13.1
27864,78.2,4.4,4.0,18.0
27865,95.7,10.9,5.7,22.5
27866,124.5,11.2,6.7,17.4
27869,72.4,4.5,10.0,33.1
27870,87.2,6.7,5.5,18.1
27871,87.0,3.3,7.9,24.5
27872,116.6,2.4,2.2,17.6
27873,103.4,9.4,1.5,17.2
27874,81.8,4.1,4.1,28.0
27875,76.7,15.9,0.0,19.9
27876,77.6,4.8,0.8,18.5
27878,93.7,4.3,4.0,14.3
27879,83.7,3.8,6.0,18.7
27880,102.1,3.0,6.3,16.1
27881,44.6,2.7,3.4,9.6
27882,93.4,8.5,6.5,18.4
27883,84.0,6.5,5.3,16.7
27884,142.2,14.1,9.1,5.9
27885,88.1,9.2,5.6,26.8
27886,91.0,6.0,5.8,21.7
27888,112.1,9.0,7.5,12.7
27889,89.6,6.8,5.7,21.0
27890,86.2,6.1,6.0,16.5
27891,90.2,6.7,7.2,21.9
27892,85.8,6.2,5.3,22.2
27893,85.9,6.3,6.8,16.7
27896,87.9,8.0,5.0,18.5
27897,58.1,9.1,1.3,22.4
27909,95.2,6.4,6.5,16.6
27910,86.9,5.4,6.2,20.2
27915,133.9,0.0,8.3,35.9
27916,109.2,9.5,11.7,12.9
27917,69.4,14.8,4.0,18.1
27919,105.8,1.6,15.5,14.4
27920,92.1,2.7,9.2,13.4
27921,120.4,8.3,5.8,15.6
27922,90.8,1.9,1.9,24.7
27923,88.0,4.0,1.7,14.5
27924,74.0,3.5,6.9,27.1
27925,135.1,2.0,9.9,20.3
27926,82.3,3.7,3.2,15.7
27927,116.7,0.5,3.2,32.3
27928,116.0,3.2,4.4,28.1
27929,98.6,2.0,3.6,22.4
27932,84.0,5.7,3.3,24.6
27935,83.7,5.9,7.1,16.3
27936,104.5,0.9,1.6,17.5
27937,105.4,6.1,7.2,19.1
27938,105.8,4.9,4.4,25.8
27939,83.5,4.6,1.3,16.0
27941,91.0,0.0,0.0,35.6
27942,103.1,2.4,2.4,29.2
27943,88.5,7.8,1.3,42.8
27944,92.8,5.9,2.4,28.7
27946,79.6,8.9,0.9,18.6
27947,112.0,3.1,2.1,12.4
27948,103.1,3.9,6.5,16.6
27949,97.8,4.5,2.7,29.2
27950,120.0,8.2,7.2,13.7
27953,93.0,7.1,2.5,20.8
27954,105.1,7.8,4.3,16.6
27956,107.2,3.5,0.0,16.8
27957,136.6,7.2,5.7,31.8
27958,94.4,7.9,6.0,11.9
27959,82.3,4.4,3.0,25.4
27960,107.0,0.3,0.0,23.2
27962,88.7,7.6,10.1,20.0
27964,104.0,5.1,1.8,33.3
27965,95.6,0.0,1.5,39.1
27966,122.9,1.2,3.2,13.9
27967,81.3,1.1,0.0,38.5
27968,120.3,0.0,0.0,2.8
27970,71.9,7.0,1.9,31.7
27972,62.5,0.0,0.0,25.3
27973,112.9,6.4,1.9,22.1
27974,93.8,5.8,4.5,21.7
27976,115.5,3.4,3.3,16.0
27978,106.7,4.3,10.3,27.2
27979,102.9,3.0,3.1,25.1
27980,114.5,7.5,2.5,23.8
27981,101.6,8.3,4.6,19.7
27982,330.8,0.0,0.0,0.0
27983,112.3,5.7,6.2,21.4
27985,117.9,9.5,4.4,13.6
27986,249.9,4.4,5.4,10.2
28001,94.5,5.0,5.3,21.0
28006,129.2,2.2,3.1,36.5
28007,91.5,1.7,2.9,13.2
28009,66.2,0.8,4.1,21.5
28012,93.0,7.2,6.3,14.6
28016,84.3,7.5,7.6,14.6
28017,48.4,53.0,45.6,0.0
28018,80.9,5.8,7.0,21.5
28019,-,-,-,-
28020,109.6,5.1,9.2,21.2
28021,94.9,8.6,5.6,20.9
28023,110.3,5.0,3.9,17.1
28025,99.6,7.8,5.0,14.7
28027,92.9,6.5,5.9,12.5
28031,90.5,7.8,3.4,15.6
28032,102.6,5.3,5.4,11.6
28033,118.6,6.6,7.7,10.7
28034,92.9,5.3,4.3,14.7
28036,92.6,11.4,6.6,13.2
28037,97.3,4.5,4.1,17.1
28039,100.0,23.2,22.0,29.3
28040,103.0,8.2,5.9,18.7
28043,93.6,6.5,4.3,21.1
28052,98.6,7.5,7.6,13.4
28054,86.8,5.3,4.6,18.0
28056,89.9,6.4,4.7,16.1
28071,140.5,7.0,9.9,19.4
28072,77.4,9.2,8.4,8.4
28073,98.8,5.8,4.8,13.5
28075,94.7,8.5,5.5,11.2
28076,85.4,4.8,0.0,20.0
28077,80.3,7.1,3.9,27.2
28078,97.6,6.8,3.6,10.3
28079,97.9,7.8,6.6,12.2
28080,101.8,7.6,7.0,13.8
28081,92.7,6.5,5.4,14.0
28083,91.8,5.4,6.4,15.8
28086,93.8,5.5,6.6,17.3
28088,50.9,4.8,2.6,15.0
28089,37.6,16.7,38.3,18.5
28090,108.5,5.4,4.3,20.5
28091,113.5,8.9,1.7,16.5
28092,99.2,6.7,5.9,17.1
28097,95.6,5.8,4.7,17.5
28098,106.7,5.4,10.0,19.5
28101,87.6,3.4,4.1,11.6
28102,75.9,9.5,4.2,37.9
28103,101.2,9.3,5.5,16.2
28104,93.5,7.5,4.1,13.4
28105,93.9,5.2,5.9,15.9
28107,99.5,4.1,6.1,13.3
28108,142.4,8.1,0.0,0.0
28109,93.1,45.8,33.2,8.4
28110,96.3,7.7,6.7,12.0
28112,98.5,6.9,5.5,17.0
28114,106.8,7.0,6.6,20.3
28115,97.6,7.5,5.1,13.6
28117,100.0,7.0,5.3,14.6
28119,142.0,13.8,3.2,21.3
28120,99.8,5.2,6.8,14.4
28124,107.9,7.0,5.0,18.1
28125,105.9,7.4,6.2,17.0
28127,123.6,5.0,4.9,20.4
28128,95.5,7.7,5.6,19.3
28129,104.2,6.7,3.6,17.5
28133,81.4,4.3,5.2,17.6
28134,84.9,4.3,4.3,16.0
28135,162.3,5.4,6.4,16.7
28137,119.4,11.9,9.4,18.1
28138,96.8,6.5,8.4,16.8
28139,92.0,6.0,5.0,21.5
28144,98.4,8.1,9.4,18.4
28146,92.3,7.1,4.7,19.3
28147,99.7,6.4,5.1,15.9
28150,90.4,5.9,5.2,20.8
28152,92.3,7.8,7.5,17.6
28159,114.3,4.9,8.0,13.3
28160,97.2,10.1,6.9,14.2
28163,94.6,7.2,6.8,14.7
28164,95.5,4.1,3.6,18.1
28166,97.8,6.1,5.7,16.5
28167,94.6,10.4,1.4,17.9
28168,86.6,6.2,3.9,18.0
28169,106.1,0.0,1.5,25.2
28170,91.3,4.4,7.8,18.7
28173,98.7,10.2,4.0,9.4
28174,91.6,10.6,17.7,11.2
28202,120.8,4.8,15.7,6.5
28203,93.0,3.2,11.9,5.7
28204,95.0,3.6,9.0,6.7
28205,101.0,4.3,6.5,8.8
28206,90.1,6.4,6.7,10.5
28207,94.7,8.0,7.1,15.5
28208,85.3,6.2,7.2,9.2
28209,89.1,3.9,7.1,9.7
28210,89.0,4.8,5.0,14.2
28211,83.9,5.9,3.2,16.0
28212,97.7,5.6,8.7,7.9
28213,88.8,7.2,10.2,7.9
28214,86.5,7.8,4.7,9.3
28215,88.8,7.6,6.4,10.1
28216,88.1,7.6,6.6,10.6
28217,108.8,3.8,7.8,7.5
28226,94.6,4.6,4.2,17.0
28227,89.7,8.1,5.9,14.2
28244,-,-,-,-
28262,97.5,11.1,16.9,5.4
28269,94.2,5.8,6.5,9.7
28270,102.6,6.2,3.5,13.2
28273,90.9,5.2,8.1,7.7
28277,89.0,6.4,3.6,11.7
28278,90.6,6.9,5.4,9.2
28280,-,-,-,-
28282,-,-,-,-
28301,87.2,7.4,10.1,16.1
28303,90.4,5.0,7.8,16.5
28304,93.1,6.6,6.9,13.9
28305,92.9,5.1,5.2,24.6
28306,93.7,8.5,5.2,10.7
28307,139.4,6.5,29.8,0.1
28308,575.9,12.2,67.2,0.0
28310,1324.6,12.9,60.7,0.0
28311,95.1,6.4,9.7,12.1
28312,98.1,8.6,6.4,18.2
28314,91.6,5.9,10.7,9.3
28315,92.5,5.4,5.8,14.6
28318,107.2,5.3,2.8,18.4
28320,81.8,7.6,4.6,21.2
28323,108.9,3.9,6.3,10.2
28325,97.7,2.5,3.3,22.6
28326,100.6,6.9,4.9,6.8
28327,81.7,6.4,4.6,18.6
28328,93.8,7.0,6.7,17.9
28330,69.4,0.0,0.0,48.1
28332,71.3,8.1,7.5,28.7
28333,91.9,6.8,5.8,15.9
28334,86.0,5.2,6.7,19.6
28337,98.1,6.2,4.9,20.0
28338,86.0,5.0,1.7,17.2
28339,111.7,7.1,5.9,18.5
28340,98.7,5.6,6.4,19.3
28341,79.7,11.3,6.6,11.8
28342,116.0,22.7,0.9,13.4
28343,124.2,4.3,8.8,19.3
28344,83.6,5.6,4.9,15.1
28345,100.0,5.4,8.1,16.1
28347,174.1,5.3,10.1,5.1
28348,89.4,7.3,5.9,9.3
28349,84.3,3.8,1.8,20.4
28350,161.8,0.0,1.4,87.5
28351,82.5,6.7,5.8,16.6
28352,97.9,6.4,7.3,16.9
28356,96.8,5.4,0.6,14.2
28357,98.5,2.1,4.2,19.3
28358,90.8,6.3,6.5,14.9
28360,93.0,9.1,6.4,12.9
28363,122.8,12.2,17.2,13.1
28364,97.7,6.8,7.5,13.5
28365,99.3,8.2,8.3,18.0
28366,107.3,10.3,7.6,15.3
28367,55.6,12.7,0.0,27.0
28369,111.9,7.2,5.5,17.7
28371,101.9,6.7,5.9,12.1
28372,92.4,12.9,11.0,13.3
28373,98.6,6.3,5.3,13.0
28374,95.4,2.7,1.9,40.4
28375,57.7,7.3,5.5,15.9
28376,100.8,6.0,5.5,8.9
28377,92.0,8.1,8.6,13.7
28379,90.5,6.2,7.3,19.4
28382,94.2,4.2,5.0,15.9
28383,83.9,7.8,5.0,16.0
28384,104.5,7.1,6.1,15.1
28385,101.9,5.0,3.4,18.7
28386,77.0,7.1,7.0,12.7
28387,83.9,4.0,5.3,27.1
28390,98.4,6.8,8.9,7.8
28391,101.7,6.6,8.5,16.0
28392,100.9,2.1,3.5,31.4
28393,97.6,4.3,2.7,24.4
28394,124.6,7.4,6.7,17.1
28395,100.6,4.8,4.4,16.8
28396,107.3,6.1,4.5,20.1
28398,91.1,5.4,7.4,16.4
28399,83.2,3.9,3.8,25.2
28401,90.4,5.6,6.3,16.0
28403,85.9,12.2,20.6,12.2
28405,87.2,4.1,10.6,19.6
28409,93.0,6.2,5.8,18.2
28411,92.7,6.0,6.2,16.7
28412,93.0,5.5,6.4,19.4
28420,119.6,7.0,4.4,17.4
28421,107.2,4.7,5.1,12.4
28422,96.7,5.4,3.1,31.8
28423,90.6,6.0,6.9,17.5
28424,77.8,0.0,10.4,35.4
28425,101.0,6.1,4.6,17.5
28428,92.9,3.3,5.7,19.3
28429,112.4,4.1,7.1,17.4
28430,72.4,6.6,7.6,11.2
28431,102.6,8.5,7.7,18.0
28432,104.8,9.0,3.3,29.4
28433,110.7,11.2,2.8,24.2
28434,78.2,4.0,9.2,18.6
28435,105.2,3.7,8.8,18.3
28436,108.4,6.4,6.6,14.6
28438,93.6,6.9,6.2,28.6
28439,75.6,3.2,4.6,23.2
28441,95.5,8.1,9.2,15.5
28442,99.4,3.1,5.7,40.1
28443,99.2,6.3,3.9,20.3
28444,113.5,5.5,0.8,17.4
28445,112.9,3.1,6.6,13.7
28447,80.6,1.7,15.4,12.3
28448,93.1,6.7,0.0,15.1
28449,94.3,3.2,2.6,33.6
28450,72.8,7.5,3.4,26.4
28451,91.0,4.7,4.1,22.5
28452,80.2,5.3,4.7,18.4
28453,97.1,6.9,4.3,16.8
28454,95.8,9.5,5.6,14.3
28455,75.1,10.1,4.3,17.7
28456,84.3,4.3,8.3,17.3
28457,99.3,6.2,6.1,14.6
28458,85.8,3.6,5.3,19.1
28460,126.6,3.8,10.6,15.7
28461,82.9,3.8,2.2,36.6
28462,102.7,5.3,6.3,29.4
28463,123.5,6.2,6.9,16.4
28464,57.4,0.9,6.8,28.6
28465,96.6,2.1,2.8,35.7
28466,97.7,5.6,5.4,25.2
28467,80.8,2.2,3.1,47.9
28468,99.4,3.8,3.1,43.7
28469,88.6,1.2,3.6,47.8
28470,90.3,5.4,5.8,23.5
28472,101.6,5.4,4.9,18.6
28478,87.2,6.5,4.8,17.2
28479,117.1,4.6,4.4,20.2
28480,139.5,3.7,15.8,19.4
28501,87.3,6.5,5.5,22.2
28504,92.7,6.1,4.3,21.3
28508,93.2,12.1,6.1,5.5
28510,95.3,1.7,3.5,34.4
28511,107.3,1.9,6.1,26.8
28512,95.9,3.0,3.5,39.0
28513,93.7,8.2,5.4,18.8
28515,146.3,4.0,8.1,20.9
28516,87.3,5.2,4.8,27.7
28518,99.0,7.7,7.0,14.3
28519,88.4,0.0,5.0,15.2
28520,45.5,0.0,0.0,36.2
28521,105.6,11.7,5.9,20.5
28523,93.7,10.9,9.4,29.5
28524,60.1,13.7,0.0,28.1
28525,109.2,4.9,0.6,15.5
28526,104.3,3.8,5.3,16.1
28527,96.5,5.6,2.4,37.4
28528,135.4,1.9,2.6,14.5
28529,108.0,7.1,10.3,23.3
28530,102.9,6.2,10.3,16.8
28531,91.8,6.3,5.3,33.6
28532,105.5,6.4,16.2,9.6
28533,1771.3,15.5,73.1,0.0
28537,80.0,2.2,7.8,35.6
28538,92.9,9.4,11.8,16.7
28539,102.0,6.2,10.2,9.6
28540,111.3,6.4,11.6,9.8
28543,116.0,2.6,37.5,0.5
28544,117.5,4.4,35.9,4.6
28546,93.5,6.0,15.0,10.1
28547,507.0,18.7,49.1,0.3
28551,87.7,4.6,7.0,17.8
28552,83.7,0.0,11.8,15.4
28553,171.6,0.0,0.0,30.6
28554,79.8,0.0,9.3,23.9
28555,87.6,4.6,8.4,19.0
28556,154.5,0.4,0.0,31.1
28557,95.7,3.6,4.8,26.1
28560,92.7,6.4,5.3,21.1
28562,92.8,4.5,4.4,23.2
28570,98.1,6.5,6.0,18.3
28571,82.4,1.3,1.9,50.3
28572,99.2,5.0,5.0,16.6
28573,85.1,5.4,1.2,26.0
28574,104.3,4.8,6.6,9.3
28575,99.6,4.2,1.5,39.1
28577,132.9,4.2,4.2,43.5
28578,114.9,8.8,6.2,10.3
28579,118.1,13.6,0.0,22.5
28580,138.7,3.7,5.7,15.0
28581,96.2,0.0,10.8,12.2
28582,128.5,11.0,10.0,16.0
28583,72.9,7.0,7.7,23.0
28584,95.5,6.4,3.3,20.8
28585,106.7,5.8,5.0,21.1
28586,97.2,7.7,5.2,18.1
28587,74.2,1.9,0.0,32.7
28589,87.1,6.9,0.0,38.9
28590,98.2,5.9,3.6,11.7
28594,91.6,3.6,1.0,30.1
28601,94.5,7.6,6.9,18.8
28602,92.9,5.0,6.5,17.1
28604,89.9,8.6,9.5,24.8
28605,101.8,4.1,7.8,27.9
28606,122.1,6.7,4.1,22.9
28607,96.1,17.9,24.9,12.5
28609,107.0,5.0,8.6,19.3
28610,105.9,6.0,6.2,16.0
28611,171.9,3.2,9.4,25.0
28612,102.4,8.0,4.0,17.4
28613,97.4,7.9,5.9,17.1
28615,93.1,3.3,3.6,31.4
28616,67.7,30.7,0.0,24.7
28617,78.3,7.4,5.1,15.5
28618,114.3,2.2,6.2,17.5
28619,85.2,3.7,7.8,20.5
28621,103.0,5.7,4.1,18.8
28622,108.9,4.7,5.7,23.1
28623,106.7,5.3,2.8,37.9
28624,91.0,3.9,12.3,22.3
28625,92.2,7.7,6.6,17.3
28626,122.7,3.6,1.1,22.5
28627,115.2,7.1,0.9,17.0
28628,75.6,10.1,7.4,4.8
28629,-,-,-,-
28630,96.9,5.9,5.1,19.2
28631,84.0,0.0,7.0,32.6
28634,93.2,3.8,6.8,16.9
28635,92.0,3.7,2.5,29.1
28636,103.2,5.4,4.2,18.5
28637,87.0,3.5,6.6,26.1
28638,97.3,6.5,3.9,15.0
28640,99.2,8.1,3.7,24.8
28642,95.1,4.9,7.2,18.3
28643,103.5,2.9,5.9,19.4
28644,75.1,0.4,7.7,34.4
28645,96.8,6.2,5.8,20.2
28646,116.8,4.5,1.3,51.0
28647,77.8,0.0,0.0,0.0
28649,100.0,7.6,0.0,10.5
28650,107.0,5.0,5.1,15.1
28651,93.9,5.5,7.4,21.5
28652,-,-,-,-
28654,88.1,1.2,5.5,31.0
28655,99.0,6.2,5.6,19.5
28657,88.1,4.6,3.3,25.0
28658,98.0,6.9,5.8,16.5
28659,99.1,5.9,5.7,18.8
28660,103.9,9.8,3.6,18.7
28662,132.5,0.0,0.0,65.3
28663,72.1,8.9,6.7,30.2
28665,89.8,4.9,1.1,25.3
28666,19.0,0.0,0.0,47.8
28667,110.5,16.7,8.9,10.8
28668,114.7,2.1,0.2,24.3
28669,104.6,1.2,8.1,19.1
28670,100.5,8.3,4.9,14.1
28671,84.1,2.8,2.8,48.3
28672,-,0.0,0.0,0.0
28673,100.6,3.3,5.0,19.6
28675,97.1,5.5,3.6,23.7
28676,90.7,8.7,3.8,24.0
28677,95.0,4.8,6.0,16.5
28678,98.5,7.0,6.4,17.7
28679,92.0,3.9,4.7,19.6
28681,105.0,5.5,6.3,19.5
28682,81.1,0.0,0.0,19.9
28683,85.3,5.4,1.6,24.7
28684,99.2,4.2,9.3,18.9
28685,101.3,5.6,4.2,27.5
28689,126.8,12.7,3.2,11.5
28690,97.4,9.1,4.7,23.0
28692,103.8,2.0,4.6,17.9
28693,87.6,6.9,7.3,29.1
28694,91.8,5.3,4.9,26.4
28697,86.8,6.9,5.4,23.1
28698,138.1,6.8,2.7,19.8
28701,98.3,6.3,1.8,19.0
28702,106.3,7.0,7.5,19.5
28704,85.1,5.5,3.6,16.9
28705,104.5,5.6,6.7,24.8
28707,95.1,0.0,0.0,15.9
28708,71.9,0.0,0.0,7.9
28709,111.1,8.4,3.4,16.2
28711,79.2,5.3,4.5,27.1
28712,90.2,6.2,5.9,33.1
28713,97.7,5.7,5.7,22.0
28714,96.6,5.3,4.9,25.2
28715,98.7,4.8,6.2,19.5
28716,99.7,5.3,5.0,19.5
28717,95.8,4.2,3.4,36.7
28718,96.4,7.1,0.0,40.9
28719,87.4,6.8,6.9,14.5
28720,77.0,0.0,1.1,33.3
28721,84.6,5.4,4.9,20.5
28722,84.8,4.9,3.9,29.3
28723,92.4,24.5,32.5,8.7
28725,160.0,19.2,0.0,0.0
28726,88.4,7.5,8.1,8.3
28729,115.1,3.9,2.9,36.4
28730,97.2,6.9,3.2,22.4
28731,93.0,3.9,5.4,30.4
28732,92.4,5.5,4.9,18.2
28733,42.1,0.0,0.0,0.0
28734,94.3,5.9,5.1,26.2
28735,142.4,0.0,4.6,46.9
28736,75.3,6.0,0.6,22.9
28739,81.5,4.2,3.4,32.5
28740,93.0,4.9,4.5,33.0
28741,94.4,1.9,2.1,43.2
28742,103.8,4.9,6.8,20.8
28743,86.5,5.6,8.5,28.6
28745,89.5,0.0,0.0,55.6
28746,104.9,3.6,2.1,36.3
28747,101.0,6.2,4.0,21.4
28748,100.8,4.6,5.5,18.1
28749,711.8,0.0,0.0,54.3
28751,84.3,3.1,4.1,40.2
28752,101.0,4.8,4.9,18.8
28753,87.9,5.4,3.7,20.4
28754,106.0,10.1,9.9,21.4
28756,95.3,6.6,6.4,19.8
28757,75.4,10.0,0.0,44.0
28759,106.3,6.6,4.9,23.3
28761,95.8,6.1,7.2,20.6
28762,105.2,6.4,3.6,23.4
28763,88.1,2.5,0.0,23.9
28766,107.3,4.1,2.6,19.5
28768,93.8,4.1,4.6,27.1
28771,94.2,7.3,4.3,23.3
28772,117.2,0.0,4.1,18.4
28773,91.1,4.0,2.7,30.1
28774,121.1,1.4,2.7,46.8
28775,102.7,0.0,14.5,32.2
28777,152.7,4.4,4.0,18.4
28778,85.9,9.1,8.7,17.0
28779,93.7,4.8,6.1,21.8
28781,106.1,7.0,2.6,44.8
28782,89.9,3.8,4.3,37.9
28783,147.7,2.2,6.4,19.8
28785,99.4,7.4,3.1,23.8
28786,92.2,5.0,5.5,27.2
28787,93.2,5.7,3.5,23.0
